CustomerKey,LastTransaction
14583,2014-01-03 00:00:00.000
14584,2013-07-18 00:00:00.000
14585,2013-07-23 00:00:00.000
14586,2013-12-20 00:00:00.000
14587,2013-05-27 00:00:00.000
14588,2013-09-20 00:00:00.000
14589,2013-07-15 00:00:00.000
14590,2013-07-14 00:00:00.000
14591,2013-07-09 00:00:00.000
14592,2013-06-02 00:00:00.000
14593,2013-06-17 00:00:00.000
14594,2013-04-28 00:00:00.000
14595,2013-10-30 00:00:00.000
14596,2013-07-22 00:00:00.000
14597,2013-10-21 00:00:00.000
14598,2013-10-13 00:00:00.000
14599,2013-07-08 00:00:00.000
14600,2013-09-10 00:00:00.000
14601,2013-07-11 00:00:00.000
14602,2013-07-06 00:00:00.000
14603,2013-07-28 00:00:00.000
14604,2013-05-05 00:00:00.000
14605,2013-10-10 00:00:00.000
14606,2013-10-16 00:00:00.000
14607,2013-11-10 00:00:00.000
14608,2013-04-21 00:00:00.000
14609,2013-06-19 00:00:00.000
14610,2013-07-26 00:00:00.000
14611,2013-10-13 00:00:00.000
14612,2013-12-04 00:00:00.000
14613,2013-07-07 00:00:00.000
14614,2013-07-18 00:00:00.000
14615,2013-10-30 00:00:00.000
14616,2013-07-07 00:00:00.000
14617,2013-07-13 00:00:00.000
14618,2013-09-30 00:00:00.000
14619,2013-10-22 00:00:00.000
14620,2013-08-01 00:00:00.000
14621,2013-12-20 00:00:00.000
14622,2013-05-13 00:00:00.000
14623,2013-03-06 00:00:00.000
14624,2013-10-28 00:00:00.000
14625,2013-10-29 00:00:00.000
14626,2013-12-23 00:00:00.000
14627,2013-06-29 00:00:00.000
14628,2013-10-09 00:00:00.000
14629,2013-03-07 00:00:00.000
14630,2013-11-02 00:00:00.000
14631,2013-07-16 00:00:00.000
14632,2014-01-07 00:00:00.000
14633,2013-10-31 00:00:00.000
14634,2013-07-26 00:00:00.000
14635,2013-08-08 00:00:00.000
14636,2013-07-10 00:00:00.000
14637,2013-09-24 00:00:00.000
14638,2013-12-18 00:00:00.000
14639,2013-07-15 00:00:00.000
14640,2013-07-27 00:00:00.000
14641,2013-10-16 00:00:00.000
14642,2013-05-26 00:00:00.000
14643,2013-08-20 00:00:00.000
14644,2013-02-10 00:00:00.000
14645,2013-08-17 00:00:00.000
14646,2013-08-02 00:00:00.000
14647,2013-08-23 00:00:00.000
14648,2013-07-02 00:00:00.000
14649,2013-08-02 00:00:00.000
14650,2013-08-20 00:00:00.000
14651,2013-08-14 00:00:00.000
14652,2013-08-27 00:00:00.000
14653,2013-08-05 00:00:00.000
14654,2013-04-01 00:00:00.000
14655,2013-05-10 00:00:00.000
14656,2013-07-13 00:00:00.000
14657,2013-07-08 00:00:00.000
14658,2013-11-05 00:00:00.000
14659,2013-05-27 00:00:00.000
14660,2013-08-10 00:00:00.000
14661,2013-08-04 00:00:00.000
14662,2013-08-11 00:00:00.000
14663,2013-11-16 00:00:00.000
14664,2013-07-19 00:00:00.000
14665,2013-07-13 00:00:00.000
14666,2013-10-10 00:00:00.000
14667,2013-10-19 00:00:00.000
14668,2013-10-26 00:00:00.000
14669,2013-11-30 00:00:00.000
14670,2013-07-04 00:00:00.000
14671,2013-08-10 00:00:00.000
14672,2013-11-15 00:00:00.000
14673,2013-11-28 00:00:00.000
14674,2013-11-17 00:00:00.000
14675,2014-01-05 00:00:00.000
14676,2013-11-13 00:00:00.000
14677,2013-12-26 00:00:00.000
14678,2014-01-11 00:00:00.000
14679,2014-01-15 00:00:00.000
14680,2014-01-28 00:00:00.000
14681,2013-11-05 00:00:00.000
14682,2013-12-06 00:00:00.000
14683,2013-09-27 00:00:00.000
14684,2014-01-05 00:00:00.000
14685,2013-10-22 00:00:00.000
14686,2013-11-09 00:00:00.000
14687,2013-09-08 00:00:00.000
14688,2013-02-23 00:00:00.000
14689,2013-12-29 00:00:00.000
14690,2013-12-20 00:00:00.000
14691,2013-09-02 00:00:00.000
14692,2014-01-11 00:00:00.000
14693,2013-10-06 00:00:00.000
14694,2013-06-04 00:00:00.000
14695,2013-11-03 00:00:00.000
14696,2013-04-12 00:00:00.000
14697,2013-09-30 00:00:00.000
14698,2013-12-12 00:00:00.000
14699,2013-07-06 00:00:00.000
14700,2013-10-15 00:00:00.000
14701,2013-10-05 00:00:00.000
14702,2013-10-06 00:00:00.000
14703,2013-02-17 00:00:00.000
14704,2013-02-04 00:00:00.000
14705,2013-10-28 00:00:00.000
14706,2013-09-06 00:00:00.000
14707,2013-02-12 00:00:00.000
14708,2013-10-27 00:00:00.000
14709,2013-09-08 00:00:00.000
14710,2013-10-10 00:00:00.000
14711,2013-03-27 00:00:00.000
14712,2013-10-04 00:00:00.000
14713,2013-12-04 00:00:00.000
14714,2013-12-27 00:00:00.000
14715,2013-10-03 00:00:00.000
14716,2013-12-09 00:00:00.000
14717,2013-05-09 00:00:00.000
14718,2013-03-06 00:00:00.000
14719,2013-12-23 00:00:00.000
14720,2013-10-25 00:00:00.000
14721,2013-12-12 00:00:00.000
14722,2013-08-04 00:00:00.000
14723,2013-06-20 00:00:00.000
14724,2014-01-11 00:00:00.000
14725,2013-12-09 00:00:00.000
14726,2013-08-21 00:00:00.000
14727,2013-08-13 00:00:00.000
14728,2013-08-23 00:00:00.000
14729,2013-07-13 00:00:00.000
14730,2013-12-27 00:00:00.000
14731,2013-12-08 00:00:00.000
14732,2013-12-04 00:00:00.000
14733,2013-02-25 00:00:00.000
14734,2013-02-28 00:00:00.000
14735,2013-03-18 00:00:00.000
14736,2013-03-01 00:00:00.000
14737,2013-05-14 00:00:00.000
14738,2013-08-31 00:00:00.000
14739,2013-09-16 00:00:00.000
14740,2013-09-04 00:00:00.000
14741,2013-09-19 00:00:00.000
14742,2013-08-17 00:00:00.000
14743,2013-07-06 00:00:00.000
14744,2013-09-21 00:00:00.000
14745,2013-07-28 00:00:00.000
14746,2013-09-13 00:00:00.000
14747,2013-09-28 00:00:00.000
14748,2013-07-31 00:00:00.000
14749,2013-03-16 00:00:00.000
14750,2013-09-22 00:00:00.000
14751,2013-06-30 00:00:00.000
14752,2013-09-20 00:00:00.000
14753,2013-09-23 00:00:00.000
14754,2013-09-24 00:00:00.000
14755,2013-09-28 00:00:00.000
14756,2013-09-03 00:00:00.000
14757,2013-09-08 00:00:00.000
14758,2013-05-04 00:00:00.000
14759,2014-01-11 00:00:00.000
14760,2013-12-12 00:00:00.000
14761,2013-02-03 00:00:00.000
14762,2013-06-27 00:00:00.000
14763,2013-08-19 00:00:00.000
14764,2013-12-07 00:00:00.000
14765,2014-01-09 00:00:00.000
14766,2013-11-25 00:00:00.000
14767,2013-09-29 00:00:00.000
14768,2013-06-01 00:00:00.000
14769,2013-10-01 00:00:00.000
14770,2013-10-11 00:00:00.000
14771,2013-10-17 00:00:00.000
14772,2013-10-24 00:00:00.000
14773,2013-06-29 00:00:00.000
14774,2013-12-07 00:00:00.000
14775,2013-06-05 00:00:00.000
14776,2013-10-07 00:00:00.000
14777,2013-10-23 00:00:00.000
14778,2013-11-17 00:00:00.000
14779,2013-10-16 00:00:00.000
14780,2013-10-27 00:00:00.000
14781,2013-12-15 00:00:00.000
14782,2013-02-19 00:00:00.000
14783,2013-09-22 00:00:00.000
14784,2013-12-05 00:00:00.000
14785,2014-01-04 00:00:00.000
14786,2013-08-11 00:00:00.000
14787,2013-11-29 00:00:00.000
14788,2013-03-03 00:00:00.000
14789,2013-10-16 00:00:00.000
14790,2013-06-17 00:00:00.000
14791,2013-06-22 00:00:00.000
14792,2013-10-28 00:00:00.000
14793,2013-10-22 00:00:00.000
14794,2013-11-12 00:00:00.000
14795,2013-10-13 00:00:00.000
14796,2013-11-25 00:00:00.000
14797,2013-10-25 00:00:00.000
14798,2013-11-21 00:00:00.000
14799,2013-05-12 00:00:00.000
14800,2013-10-29 00:00:00.000
14801,2013-11-10 00:00:00.000
14802,2013-11-04 00:00:00.000
14803,2013-10-30 00:00:00.000
14804,2013-07-28 00:00:00.000
14805,2013-06-22 00:00:00.000
14806,2013-06-13 00:00:00.000
14807,2013-09-22 00:00:00.000
14808,2013-11-09 00:00:00.000
14809,2013-08-02 00:00:00.000
14810,2013-06-04 00:00:00.000
14811,2013-03-17 00:00:00.000
14812,2013-05-29 00:00:00.000
14813,2013-12-14 00:00:00.000
14814,2013-03-08 00:00:00.000
14815,2013-11-14 00:00:00.000
14816,2013-12-09 00:00:00.000
14817,2013-08-26 00:00:00.000
14818,2013-12-02 00:00:00.000
14819,2013-11-21 00:00:00.000
14820,2013-02-14 00:00:00.000
14821,2013-03-16 00:00:00.000
14822,2013-11-23 00:00:00.000
14823,2013-11-27 00:00:00.000
14824,2013-11-09 00:00:00.000
14825,2013-06-19 00:00:00.000
14826,2013-08-15 00:00:00.000
14827,2013-12-11 00:00:00.000
14828,2013-04-14 00:00:00.000
14829,2013-06-13 00:00:00.000
14830,2013-05-30 00:00:00.000
14831,2013-11-13 00:00:00.000
14832,2013-11-10 00:00:00.000
14833,2013-11-08 00:00:00.000
14834,2013-12-09 00:00:00.000
14835,2013-06-09 00:00:00.000
14836,2013-08-18 00:00:00.000
14837,2013-11-17 00:00:00.000
14838,2013-12-24 00:00:00.000
14839,2013-06-08 00:00:00.000
14840,2013-09-12 00:00:00.000
14841,2013-09-02 00:00:00.000
14842,2013-03-08 00:00:00.000
14843,2013-11-26 00:00:00.000
14844,2013-10-15 00:00:00.000
14845,2013-02-16 00:00:00.000
14846,2013-11-10 00:00:00.000
14847,2013-11-19 00:00:00.000
14848,2013-02-12 00:00:00.000
14849,2013-04-01 00:00:00.000
14850,2013-08-17 00:00:00.000
14851,2013-02-23 00:00:00.000
14852,2013-09-12 00:00:00.000
14853,2013-12-02 00:00:00.000
14854,2013-08-23 00:00:00.000
14855,2013-06-09 00:00:00.000
14856,2014-01-15 00:00:00.000
14857,2013-05-25 00:00:00.000
14858,2013-11-02 00:00:00.000
14859,2014-01-12 00:00:00.000
14860,2013-06-24 00:00:00.000
14861,2013-11-02 00:00:00.000
14862,2013-08-27 00:00:00.000
14863,2013-03-15 00:00:00.000
14864,2013-10-08 00:00:00.000
14865,2013-03-26 00:00:00.000
14866,2013-02-07 00:00:00.000
14867,2013-07-12 00:00:00.000
14868,2013-10-27 00:00:00.000
14869,2014-01-23 00:00:00.000
14870,2013-01-28 00:00:00.000
14871,2013-08-24 00:00:00.000
14872,2013-05-27 00:00:00.000
14873,2013-09-12 00:00:00.000
14874,2013-09-08 00:00:00.000
14875,2013-09-17 00:00:00.000
14876,2013-05-12 00:00:00.000
14877,2013-09-07 00:00:00.000
14878,2013-04-21 00:00:00.000
14879,2013-10-21 00:00:00.000
14880,2013-06-21 00:00:00.000
14881,2013-10-23 00:00:00.000
14882,2013-11-14 00:00:00.000
14883,2013-11-07 00:00:00.000
14884,2013-10-31 00:00:00.000
14885,2013-10-04 00:00:00.000
14886,2013-03-25 00:00:00.000
14887,2013-04-07 00:00:00.000
14888,2013-12-06 00:00:00.000
14889,2013-10-07 00:00:00.000
14890,2013-06-14 00:00:00.000
14891,2013-10-14 00:00:00.000
14892,2013-10-14 00:00:00.000
14893,2013-10-04 00:00:00.000
14894,2013-10-04 00:00:00.000
14895,2013-10-09 00:00:00.000
14896,2013-10-18 00:00:00.000
14897,2013-09-29 00:00:00.000
14898,2013-12-02 00:00:00.000
14899,2013-06-13 00:00:00.000
14900,2013-10-12 00:00:00.000
14901,2013-02-10 00:00:00.000
14902,2013-10-01 00:00:00.000
14903,2013-04-14 00:00:00.000
14904,2013-12-01 00:00:00.000
14905,2013-09-19 00:00:00.000
14906,2014-01-14 00:00:00.000
14907,2013-08-30 00:00:00.000
14908,2013-04-21 00:00:00.000
14909,2013-02-24 00:00:00.000
14910,2013-10-27 00:00:00.000
14911,2013-10-19 00:00:00.000
14912,2013-10-13 00:00:00.000
14913,2013-10-18 00:00:00.000
14914,2013-10-24 00:00:00.000
14915,2013-10-28 00:00:00.000
14916,2013-02-12 00:00:00.000
14917,2013-07-08 00:00:00.000
14918,2013-08-04 00:00:00.000
14919,2013-04-30 00:00:00.000
14920,2013-04-19 00:00:00.000
14921,2013-02-20 00:00:00.000
14922,2013-11-24 00:00:00.000
14923,2013-10-27 00:00:00.000
14924,2013-03-13 00:00:00.000
14925,2013-03-29 00:00:00.000
14926,2013-03-14 00:00:00.000
14927,2013-01-24 00:00:00.000
14928,2013-10-31 00:00:00.000
14929,2013-11-04 00:00:00.000
14930,2013-03-30 00:00:00.000
14931,2013-06-28 00:00:00.000
14932,2013-08-12 00:00:00.000
14933,2014-01-26 00:00:00.000
14934,2013-11-20 00:00:00.000
14935,2013-03-10 00:00:00.000
14936,2013-08-15 00:00:00.000
14937,2013-11-09 00:00:00.000
14938,2013-09-28 00:00:00.000
14939,2013-06-27 00:00:00.000
14940,2013-07-16 00:00:00.000
14941,2013-11-26 00:00:00.000
14942,2013-07-02 00:00:00.000
14943,2013-04-06 00:00:00.000
14944,2013-06-02 00:00:00.000
14945,2013-01-11 00:00:00.000
14946,2013-06-14 00:00:00.000
14947,2013-11-07 00:00:00.000
14948,2013-06-17 00:00:00.000
14949,2013-12-04 00:00:00.000
14950,2013-12-17 00:00:00.000
14951,2013-02-05 00:00:00.000
14952,2013-03-19 00:00:00.000
14953,2013-03-22 00:00:00.000
14954,2013-07-19 00:00:00.000
14955,2013-08-16 00:00:00.000
14956,2013-03-18 00:00:00.000
14957,2013-06-16 00:00:00.000
14958,2013-12-29 00:00:00.000
14959,2013-09-10 00:00:00.000
14960,2013-06-02 00:00:00.000
14961,2013-04-07 00:00:00.000
14962,2014-01-23 00:00:00.000
14963,2013-11-09 00:00:00.000
14964,2013-11-28 00:00:00.000
14965,2013-07-23 00:00:00.000
14966,2013-07-22 00:00:00.000
14967,2013-05-25 00:00:00.000
14968,2013-07-30 00:00:00.000
14969,2013-05-04 00:00:00.000
14970,2013-11-27 00:00:00.000
14971,2013-06-03 00:00:00.000
14972,2013-12-11 00:00:00.000
14973,2013-02-22 00:00:00.000
14974,2013-12-21 00:00:00.000
14975,2013-11-04 00:00:00.000
14976,2013-06-09 00:00:00.000
14977,2014-01-17 00:00:00.000
14978,2013-06-17 00:00:00.000
14979,2013-06-02 00:00:00.000
14980,2014-01-02 00:00:00.000
14981,2013-05-23 00:00:00.000
14982,2013-04-03 00:00:00.000
14983,2013-11-16 00:00:00.000
14984,2013-12-28 00:00:00.000
14985,2013-03-14 00:00:00.000
14986,2014-01-16 00:00:00.000
14987,2013-06-07 00:00:00.000
14988,2013-12-31 00:00:00.000
14989,2013-06-22 00:00:00.000
14990,2013-06-20 00:00:00.000
14991,2013-12-09 00:00:00.000
14992,2014-01-05 00:00:00.000
14993,2013-07-17 00:00:00.000
14994,2013-05-30 00:00:00.000
14995,2013-07-21 00:00:00.000
14996,2013-06-30 00:00:00.000
14997,2013-07-30 00:00:00.000
14998,2013-08-07 00:00:00.000
14999,2014-01-06 00:00:00.000
15000,2013-02-24 00:00:00.000
15001,2013-07-19 00:00:00.000
15002,2013-08-12 00:00:00.000
15003,2013-08-19 00:00:00.000
15004,2013-08-04 00:00:00.000
15005,2013-10-12 00:00:00.000
15006,2013-07-07 00:00:00.000
15007,2013-11-13 00:00:00.000
15008,2013-10-26 00:00:00.000
15009,2013-05-13 00:00:00.000
15010,2013-12-23 00:00:00.000
15011,2013-07-09 00:00:00.000
15012,2013-12-20 00:00:00.000
15013,2013-05-03 00:00:00.000
15014,2013-06-12 00:00:00.000
15015,2013-06-04 00:00:00.000
15016,2013-10-09 00:00:00.000
15017,2013-01-20 00:00:00.000
15018,2013-02-25 00:00:00.000
15019,2013-08-25 00:00:00.000
15020,2013-11-19 00:00:00.000
15021,2013-11-21 00:00:00.000
15022,2013-09-06 00:00:00.000
15023,2013-07-26 00:00:00.000
15024,2013-10-31 00:00:00.000
15025,2013-08-30 00:00:00.000
15026,2013-08-11 00:00:00.000
15027,2013-09-14 00:00:00.000
15028,2013-06-26 00:00:00.000
15029,2013-06-10 00:00:00.000
15030,2013-07-16 00:00:00.000
15031,2013-08-24 00:00:00.000
15032,2013-07-28 00:00:00.000
15033,2013-07-31 00:00:00.000
15034,2013-11-24 00:00:00.000
15035,2013-08-25 00:00:00.000
15036,2013-08-14 00:00:00.000
15037,2013-08-20 00:00:00.000
15038,2013-08-26 00:00:00.000
15039,2013-09-21 00:00:00.000
15040,2013-08-25 00:00:00.000
15041,2013-08-06 00:00:00.000
15042,2013-09-09 00:00:00.000
15043,2013-09-03 00:00:00.000
15044,2013-08-29 00:00:00.000
15045,2013-07-25 00:00:00.000
15046,2013-12-17 00:00:00.000
15047,2013-12-19 00:00:00.000
15048,2013-12-01 00:00:00.000
15049,2013-11-26 00:00:00.000
15050,2013-06-30 00:00:00.000
15051,2013-11-30 00:00:00.000
15052,2013-11-26 00:00:00.000
15053,2013-09-17 00:00:00.000
15054,2013-07-08 00:00:00.000
15055,2013-07-19 00:00:00.000
15056,2013-12-01 00:00:00.000
15057,2013-10-13 00:00:00.000
15058,2013-12-04 00:00:00.000
15059,2013-12-20 00:00:00.000
15060,2013-12-29 00:00:00.000
15061,2013-07-31 00:00:00.000
15062,2013-12-20 00:00:00.000
15063,2013-08-10 00:00:00.000
15064,2013-08-27 00:00:00.000
15065,2013-03-02 00:00:00.000
15066,2013-08-20 00:00:00.000
15067,2013-09-01 00:00:00.000
15068,2013-05-05 00:00:00.000
15069,2013-03-03 00:00:00.000
15070,2013-09-19 00:00:00.000
15071,2013-09-19 00:00:00.000
15072,2013-09-23 00:00:00.000
15073,2013-08-21 00:00:00.000
15074,2014-01-19 00:00:00.000
15075,2013-11-17 00:00:00.000
15076,2013-12-18 00:00:00.000
15077,2013-12-19 00:00:00.000
15078,2013-12-25 00:00:00.000
15079,2013-09-16 00:00:00.000
15080,2013-07-09 00:00:00.000
15081,2013-12-20 00:00:00.000
15082,2013-06-04 00:00:00.000
15083,2013-11-29 00:00:00.000
15084,2013-07-27 00:00:00.000
15085,2013-07-13 00:00:00.000
15086,2013-08-23 00:00:00.000
15087,2013-12-27 00:00:00.000
15088,2013-12-27 00:00:00.000
15089,2013-12-12 00:00:00.000
15090,2013-07-23 00:00:00.000
15091,2013-05-06 00:00:00.000
15092,2013-04-18 00:00:00.000
15093,2013-11-10 00:00:00.000
15094,2013-11-17 00:00:00.000
15095,2013-12-09 00:00:00.000
15096,2013-09-18 00:00:00.000
15097,2013-08-03 00:00:00.000
15098,2013-07-25 00:00:00.000
15099,2013-06-13 00:00:00.000
15100,2013-07-07 00:00:00.000
15101,2013-07-19 00:00:00.000
15102,2013-11-25 00:00:00.000
15103,2013-12-04 00:00:00.000
15104,2013-07-20 00:00:00.000
15105,2013-03-02 00:00:00.000
15106,2013-08-14 00:00:00.000
15107,2013-03-26 00:00:00.000
15108,2013-10-06 00:00:00.000
15109,2013-06-13 00:00:00.000
15110,2013-12-27 00:00:00.000
15111,2014-01-16 00:00:00.000
15112,2013-02-11 00:00:00.000
15113,2014-01-19 00:00:00.000
15114,2013-07-22 00:00:00.000
15115,2013-07-10 00:00:00.000
15116,2013-07-09 00:00:00.000
15117,2013-07-29 00:00:00.000
15118,2013-08-20 00:00:00.000
15119,2013-12-12 00:00:00.000
15120,2013-11-06 00:00:00.000
15121,2013-12-13 00:00:00.000
15122,2013-12-14 00:00:00.000
15123,2013-11-23 00:00:00.000
15124,2013-05-23 00:00:00.000
15125,2013-12-04 00:00:00.000
15126,2013-10-28 00:00:00.000
15127,2013-12-04 00:00:00.000
15128,2013-05-10 00:00:00.000
15129,2013-12-03 00:00:00.000
15130,2013-12-06 00:00:00.000
15131,2013-08-19 00:00:00.000
15132,2013-11-28 00:00:00.000
15133,2013-12-25 00:00:00.000
15134,2013-11-29 00:00:00.000
15135,2013-09-29 00:00:00.000
15136,2013-09-08 00:00:00.000
15137,2013-05-03 00:00:00.000
15138,2013-10-26 00:00:00.000
15139,2013-04-24 00:00:00.000
15140,2013-10-28 00:00:00.000
15141,2013-12-24 00:00:00.000
15142,2013-11-27 00:00:00.000
15143,2013-10-08 00:00:00.000
15144,2013-10-08 00:00:00.000
15145,2013-10-26 00:00:00.000
15146,2013-07-13 00:00:00.000
15147,2013-08-06 00:00:00.000
15148,2013-06-07 00:00:00.000
15149,2013-11-17 00:00:00.000
15150,2013-10-01 00:00:00.000
15151,2013-10-22 00:00:00.000
15152,2013-10-21 00:00:00.000
15153,2013-08-30 00:00:00.000
15154,2014-01-01 00:00:00.000
15155,2013-07-02 00:00:00.000
15156,2013-03-26 00:00:00.000
15157,2013-11-28 00:00:00.000
15158,2013-02-13 00:00:00.000
15159,2013-11-17 00:00:00.000
15160,2014-01-28 00:00:00.000
15161,2013-02-23 00:00:00.000
15162,2013-11-20 00:00:00.000
15163,2013-09-13 00:00:00.000
15164,2013-07-18 00:00:00.000
15165,2013-07-08 00:00:00.000
15166,2013-07-18 00:00:00.000
15167,2013-08-14 00:00:00.000
15168,2013-09-20 00:00:00.000
15169,2013-09-09 00:00:00.000
15170,2013-10-07 00:00:00.000
15171,2013-10-03 00:00:00.000
15172,2013-11-13 00:00:00.000
15173,2013-04-21 00:00:00.000
15174,2013-09-23 00:00:00.000
15175,2013-10-25 00:00:00.000
15176,2013-10-23 00:00:00.000
15177,2013-11-25 00:00:00.000
15178,2013-10-13 00:00:00.000
15179,2013-10-20 00:00:00.000
15180,2013-10-22 00:00:00.000
15181,2013-10-06 00:00:00.000
15182,2013-10-27 00:00:00.000
15183,2013-10-18 00:00:00.000
15184,2013-10-01 00:00:00.000
15185,2013-10-14 00:00:00.000
15186,2014-01-05 00:00:00.000
15187,2013-10-26 00:00:00.000
15188,2013-10-15 00:00:00.000
15189,2013-10-15 00:00:00.000
15190,2013-12-05 00:00:00.000
15191,2013-10-02 00:00:00.000
15192,2013-10-08 00:00:00.000
15193,2013-08-27 00:00:00.000
15194,2013-08-18 00:00:00.000
15195,2013-08-25 00:00:00.000
15196,2013-08-04 00:00:00.000
15197,2014-01-17 00:00:00.000
15198,2013-02-07 00:00:00.000
15199,2013-08-19 00:00:00.000
15200,2013-08-08 00:00:00.000
15201,2013-10-27 00:00:00.000
15202,2013-07-29 00:00:00.000
15203,2013-08-19 00:00:00.000
15204,2013-10-15 00:00:00.000
15205,2013-10-27 00:00:00.000
15206,2013-10-20 00:00:00.000
15207,2013-10-27 00:00:00.000
15208,2013-09-14 00:00:00.000
15209,2013-09-28 00:00:00.000
15210,2013-10-02 00:00:00.000
15211,2013-11-19 00:00:00.000
15212,2013-12-21 00:00:00.000
15213,2013-11-23 00:00:00.000
15214,2013-10-04 00:00:00.000
15215,2013-10-12 00:00:00.000
15216,2013-04-07 00:00:00.000
15217,2013-11-26 00:00:00.000
15218,2013-09-30 00:00:00.000
15219,2013-10-01 00:00:00.000
15220,2013-10-24 00:00:00.000
15221,2013-10-22 00:00:00.000
15222,2013-10-26 00:00:00.000
15223,2013-10-09 00:00:00.000
15224,2013-11-25 00:00:00.000
15225,2013-10-24 00:00:00.000
15226,2013-10-17 00:00:00.000
15227,2013-10-28 00:00:00.000
15228,2013-10-13 00:00:00.000
15229,2013-11-09 00:00:00.000
15230,2014-01-14 00:00:00.000
15231,2014-01-15 00:00:00.000
15232,2013-08-19 00:00:00.000
15233,2013-09-19 00:00:00.000
15234,2013-07-29 00:00:00.000
15235,2013-08-27 00:00:00.000
15236,2013-06-02 00:00:00.000
15237,2013-10-20 00:00:00.000
15238,2013-10-13 00:00:00.000
15239,2013-08-05 00:00:00.000
15240,2013-12-11 00:00:00.000
15241,2013-08-06 00:00:00.000
15242,2013-08-23 00:00:00.000
15243,2013-10-28 00:00:00.000
15244,2013-10-27 00:00:00.000
15245,2013-07-30 00:00:00.000
15246,2013-05-27 00:00:00.000
15247,2013-05-09 00:00:00.000
15248,2013-11-09 00:00:00.000
15249,2013-09-04 00:00:00.000
15250,2013-05-05 00:00:00.000
15251,2014-01-28 00:00:00.000
15252,2013-10-27 00:00:00.000
15253,2013-11-17 00:00:00.000
15254,2013-10-12 00:00:00.000
15255,2013-11-06 00:00:00.000
15256,2013-11-17 00:00:00.000
15257,2013-02-03 00:00:00.000
15258,2013-09-25 00:00:00.000
15259,2014-01-04 00:00:00.000
15260,2013-04-04 00:00:00.000
15261,2013-07-28 00:00:00.000
15262,2013-09-13 00:00:00.000
15263,2014-01-26 00:00:00.000
15264,2013-09-03 00:00:00.000
15265,2013-10-29 00:00:00.000
15266,2013-11-15 00:00:00.000
15267,2013-12-25 00:00:00.000
15268,2013-12-12 00:00:00.000
15269,2013-04-27 00:00:00.000
15270,2013-08-06 00:00:00.000
15271,2013-09-03 00:00:00.000
15272,2013-11-24 00:00:00.000
15273,2013-04-06 00:00:00.000
15274,2013-05-18 00:00:00.000
15275,2013-02-27 00:00:00.000
15276,2013-01-20 00:00:00.000
15277,2013-06-22 00:00:00.000
15278,2013-02-03 00:00:00.000
15279,2013-10-02 00:00:00.000
15280,2013-08-19 00:00:00.000
15281,2013-03-20 00:00:00.000
15282,2013-10-06 00:00:00.000
15283,2013-10-10 00:00:00.000
15284,2013-11-16 00:00:00.000
15285,2013-03-16 00:00:00.000
15286,2013-11-11 00:00:00.000
15287,2013-11-07 00:00:00.000
15288,2013-11-27 00:00:00.000
15289,2013-10-30 00:00:00.000
15290,2013-11-05 00:00:00.000
15291,2013-11-15 00:00:00.000
15292,2013-10-04 00:00:00.000
15293,2014-01-12 00:00:00.000
15294,2013-04-22 00:00:00.000
15295,2013-06-12 00:00:00.000
15296,2013-10-05 00:00:00.000
15297,2013-07-07 00:00:00.000
15298,2013-11-20 00:00:00.000
15299,2013-11-25 00:00:00.000
15300,2014-01-26 00:00:00.000
15301,2013-02-21 00:00:00.000
15302,2013-08-09 00:00:00.000
15303,2013-08-28 00:00:00.000
15304,2013-10-19 00:00:00.000
15305,2013-04-21 00:00:00.000
15306,2014-01-02 00:00:00.000
15307,2013-03-30 00:00:00.000
15308,2013-10-31 00:00:00.000
15309,2013-10-31 00:00:00.000
15310,2013-09-14 00:00:00.000
15311,2013-11-04 00:00:00.000
15312,2013-10-31 00:00:00.000
15313,2013-08-17 00:00:00.000
15314,2013-11-15 00:00:00.000
15315,2013-04-08 00:00:00.000
15316,2013-10-30 00:00:00.000
15317,2013-05-09 00:00:00.000
15318,2013-12-01 00:00:00.000
15319,2013-01-29 00:00:00.000
15320,2013-08-16 00:00:00.000
15321,2013-08-06 00:00:00.000
15322,2013-08-19 00:00:00.000
15323,2013-11-20 00:00:00.000
15324,2013-12-17 00:00:00.000
15325,2013-11-13 00:00:00.000
15326,2013-08-13 00:00:00.000
15327,2013-11-25 00:00:00.000
15328,2013-08-19 00:00:00.000
15329,2013-08-14 00:00:00.000
15330,2013-02-09 00:00:00.000
15331,2013-04-23 00:00:00.000
15332,2013-11-27 00:00:00.000
15333,2013-10-31 00:00:00.000
15334,2013-12-27 00:00:00.000
15335,2013-11-08 00:00:00.000
15336,2014-01-20 00:00:00.000
15337,2013-11-24 00:00:00.000
15338,2013-11-09 00:00:00.000
15339,2013-11-13 00:00:00.000
15340,2013-12-03 00:00:00.000
15341,2013-11-27 00:00:00.000
15342,2013-11-03 00:00:00.000
15343,2013-11-25 00:00:00.000
15344,2013-04-17 00:00:00.000
15345,2013-08-02 00:00:00.000
15346,2013-08-11 00:00:00.000
15347,2013-11-12 00:00:00.000
15348,2013-08-12 00:00:00.000
15349,2013-08-04 00:00:00.000
15350,2013-08-23 00:00:00.000
15351,2013-08-14 00:00:00.000
15352,2013-03-23 00:00:00.000
15353,2013-12-03 00:00:00.000
15354,2013-08-07 00:00:00.000
15355,2013-11-03 00:00:00.000
15356,2013-03-07 00:00:00.000
15357,2013-07-15 00:00:00.000
15358,2013-12-07 00:00:00.000
15359,2013-09-12 00:00:00.000
