CustomerKey,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand
16684,M,1,1,Australia,Australia,Pacific,Bachelors,Professional,52,2011-02-08,0-1 Miles,1,40K TO 80K
16685,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,53,2011-02-07,5-10 Miles,1,40K TO 80K
16686,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,52,2011-02-02,5-10 Miles,1,40K TO 80K
16687,M,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,48,2011-02-03,0-1 Miles,1,40K TO 80K
16688,F,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2011-02-26,0-1 Miles,1,40K TO 80K
16689,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2013-08-18,5-10 Miles,1,40K TO 80K
16690,F,0,1,Australia,Australia,Pacific,Graduate Degree,Management,48,2013-09-12,10+ Miles,1,80k to 120k
16691,F,0,0,Australia,Australia,Pacific,Graduate Degree,Management,48,2011-02-28,1-2 Miles,2,80k to 120k
16692,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,44,2013-04-10,5-10 Miles,1,40K TO 80K
16693,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,49,2011-02-21,0-1 Miles,1,40K TO 80K
16694,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2013-02-21,5-10 Miles,1,40K TO 80K
16695,M,1,1,Australia,Australia,Pacific,Bachelors,Professional,56,2013-09-03,1-2 Miles,1,80k to 120k
16696,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,50,2011-02-04,0-1 Miles,1,40K TO 80K
16697,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-02-25,1-2 Miles,4,80k to 120k
16698,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,45,2013-05-17,5-10 Miles,1,40K TO 80K
16699,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,55,2013-05-09,10+ Miles,1,80k to 120k
16700,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,46,2013-06-18,5-10 Miles,1,40K TO 80K
16701,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,40,2011-02-18,0-1 Miles,2,40K TO 80K
16702,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,47,2011-02-21,0-1 Miles,1,40K TO 80K
16703,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2011-02-09,5-10 Miles,1,40K TO 80K
16704,F,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2013-06-25,0-1 Miles,2,40K TO 80K
16705,F,5,0,Australia,Australia,Pacific,Bachelors,Professional,56,2013-08-10,0-1 Miles,2,80k to 120k
16706,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,57,2013-09-22,1-2 Miles,2,80k to 120k
16707,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,57,2011-02-21,2-5 Miles,1,80k to 120k
16708,F,2,0,Australia,Australia,Pacific,Bachelors,Management,45,2011-02-19,5-10 Miles,1,80k to 120k
16709,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,79,2013-07-21,5-10 Miles,2,Below 40k
16710,F,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2013-07-03,10+ Miles,3,40K TO 80K
16711,M,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2013-03-07,10+ Miles,3,40K TO 80K
16712,F,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,58,2011-02-03,0-1 Miles,1,40K TO 80K
16713,M,2,1,Australia,Australia,Pacific,Bachelors,Management,61,2011-02-23,0-1 Miles,1,40K TO 80K
16714,M,0,1,Southwest,United States,North America,High School,Skilled Manual,38,2013-08-04,5-10 Miles,2,Below 40k
16715,F,0,1,Southwest,United States,North America,High School,Skilled Manual,38,2013-08-24,5-10 Miles,2,Below 40k
16716,M,0,0,Northwest,United States,North America,High School,Skilled Manual,39,2013-04-08,0-1 Miles,2,Below 40k
16717,F,0,1,Canada,Canada,North America,High School,Skilled Manual,40,2013-04-11,5-10 Miles,1,40K TO 80K
16718,M,0,1,Southwest,United States,North America,High School,Skilled Manual,39,2013-11-18,5-10 Miles,1,40K TO 80K
16719,M,0,1,Southwest,United States,North America,High School,Skilled Manual,40,2013-10-19,5-10 Miles,1,40K TO 80K
16720,F,0,1,Southwest,United States,North America,High School,Skilled Manual,34,2013-07-01,5-10 Miles,2,Below 40k
16721,M,0,0,Canada,Canada,North America,High School,Skilled Manual,34,2013-04-08,0-1 Miles,2,Below 40k
16722,M,0,1,Northwest,United States,North America,High School,Skilled Manual,35,2013-11-28,5-10 Miles,2,Below 40k
16723,F,0,1,Southwest,United States,North America,High School,Skilled Manual,34,2014-01-21,5-10 Miles,2,Below 40k
16724,M,0,0,Southwest,United States,North America,High School,Skilled Manual,35,2013-11-02,0-1 Miles,2,Below 40k
16725,M,0,1,Northwest,United States,North America,High School,Skilled Manual,35,2013-12-09,5-10 Miles,2,Below 40k
16726,M,0,1,Southwest,United States,North America,High School,Skilled Manual,36,2013-12-26,5-10 Miles,2,Below 40k
16727,M,0,0,Northwest,United States,North America,High School,Skilled Manual,34,2013-05-31,0-1 Miles,2,40K TO 80K
16728,M,0,1,Northwest,United States,North America,High School,Skilled Manual,35,2013-06-09,5-10 Miles,2,40K TO 80K
16729,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,78,2013-08-16,5-10 Miles,2,Below 40k
16730,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,77,2013-12-02,0-1 Miles,2,Below 40k
16731,F,0,0,Canada,Canada,North America,Partial High School,Clerical,36,2013-03-03,5-10 Miles,2,Below 40k
16732,F,0,0,Northwest,United States,North America,High School,Skilled Manual,37,2013-07-19,0-1 Miles,2,40K TO 80K
16733,M,2,1,Australia,Australia,Pacific,Bachelors,Management,76,2013-08-04,5-10 Miles,2,40K TO 80K
16734,F,2,1,Australia,Australia,Pacific,Bachelors,Management,77,2013-04-29,5-10 Miles,2,40K TO 80K
16735,F,0,0,Northwest,United States,North America,High School,Skilled Manual,38,2013-08-21,0-1 Miles,2,40K TO 80K
16736,F,0,0,Northwest,United States,North America,High School,Skilled Manual,37,2013-06-15,0-1 Miles,2,40K TO 80K
16737,F,0,1,Northwest,United States,North America,High School,Skilled Manual,36,2013-09-17,5-10 Miles,2,40K TO 80K
16738,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,75,2013-03-13,5-10 Miles,2,Below 40k
16739,M,2,1,Australia,Australia,Pacific,Bachelors,Management,65,2013-03-07,5-10 Miles,2,40K TO 80K
16740,M,2,0,Australia,Australia,Pacific,Bachelors,Management,74,2011-01-31,0-1 Miles,2,40K TO 80K
16741,M,2,0,Australia,Australia,Pacific,Bachelors,Management,74,2011-02-01,0-1 Miles,2,40K TO 80K
16742,M,2,0,Australia,Australia,Pacific,Bachelors,Management,74,2011-02-22,0-1 Miles,2,40K TO 80K
16743,F,2,1,Australia,Australia,Pacific,Bachelors,Management,73,2011-01-29,0-1 Miles,2,40K TO 80K
16744,F,2,1,Australia,Australia,Pacific,Bachelors,Management,73,2011-02-16,0-1 Miles,2,40K TO 80K
16745,F,2,0,Australia,Australia,Pacific,Graduate Degree,Management,72,2011-02-07,0-1 Miles,1,40K TO 80K
16746,F,0,0,Northwest,United States,North America,High School,Skilled Manual,38,2013-02-28,1-2 Miles,2,40K TO 80K
16747,M,0,0,Northwest,United States,North America,High School,Skilled Manual,40,2013-06-30,1-2 Miles,2,40K TO 80K
16748,M,0,1,Southwest,United States,North America,High School,Skilled Manual,40,2013-12-08,5-10 Miles,2,40K TO 80K
16749,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,41,2013-12-05,5-10 Miles,1,Below 40k
16750,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,41,2013-03-21,5-10 Miles,1,Below 40k
16751,M,0,1,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-07-20,5-10 Miles,1,40K TO 80K
16752,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,42,2013-08-17,5-10 Miles,1,40K TO 80K
16753,F,0,1,Northwest,United States,North America,Partial College,Skilled Manual,43,2013-10-19,5-10 Miles,2,40K TO 80K
16754,M,0,1,Canada,Canada,North America,Bachelors,Management,42,2013-03-17,1-2 Miles,1,80k to 120k
16755,F,0,1,Northwest,United States,North America,Bachelors,Management,42,2013-10-19,1-2 Miles,1,80k to 120k
16756,M,0,0,Northwest,United States,North America,Bachelors,Management,46,2013-10-16,0-1 Miles,1,80k to 120k
16757,F,0,1,Northwest,United States,North America,Graduate Degree,Management,48,2013-12-31,5-10 Miles,0,80k to 120k
16758,M,0,1,Canada,Canada,North America,Graduate Degree,Management,42,2013-06-04,1-2 Miles,0,80k to 120k
16759,F,0,0,Southwest,United States,North America,Graduate Degree,Management,48,2013-10-23,2-5 Miles,1,80k to 120k
16760,F,4,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,50,2013-03-10,0-1 Miles,0,40K TO 80K
16761,M,4,1,Northwest,United States,North America,Partial College,Clerical,42,2013-09-21,1-2 Miles,1,40K TO 80K
16762,M,0,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-09-22,1-2 Miles,0,40K TO 80K
16763,M,0,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,41,2013-04-11,1-2 Miles,0,40K TO 80K
16764,M,0,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,42,2013-05-21,1-2 Miles,0,40K TO 80K
16765,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,41,2013-07-28,0-1 Miles,0,40K TO 80K
16766,F,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,41,2013-11-04,1-2 Miles,0,40K TO 80K
16767,M,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-03-14,0-1 Miles,0,40K TO 80K
16768,M,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,41,2014-01-20,0-1 Miles,0,40K TO 80K
16769,M,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-10-17,1-2 Miles,0,40K TO 80K
16770,M,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-09-07,0-1 Miles,0,40K TO 80K
16771,M,1,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,42,2013-02-23,1-2 Miles,0,40K TO 80K
16772,F,1,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,43,2013-03-15,1-2 Miles,0,40K TO 80K
16773,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-07-08,0-1 Miles,0,40K TO 80K
16774,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,37,2013-06-15,2-5 Miles,0,40K TO 80K
16775,F,1,1,Southwest,United States,North America,Graduate Degree,Professional,37,2013-09-19,0-1 Miles,0,40K TO 80K
16776,M,1,1,Northwest,United States,North America,Bachelors,Skilled Manual,45,2013-09-28,2-5 Miles,0,40K TO 80K
16777,M,4,1,Northwest,United States,North America,Bachelors,Management,70,2013-02-24,1-2 Miles,2,40K TO 80K
16778,M,4,1,Southwest,United States,North America,Graduate Degree,Management,70,2013-10-27,10+ Miles,2,40K TO 80K
16779,F,5,1,Southwest,United States,North America,Bachelors,Management,59,2013-10-24,10+ Miles,2,40K TO 80K
16780,M,5,1,Northwest,United States,North America,Bachelors,Management,69,2013-09-05,2-5 Miles,2,40K TO 80K
16781,M,5,1,Southwest,United States,North America,Bachelors,Management,70,2013-01-29,10+ Miles,2,40K TO 80K
16782,M,5,1,Northwest,United States,North America,Bachelors,Management,69,2013-10-08,2-5 Miles,3,40K TO 80K
16783,F,5,1,Northwest,United States,North America,Bachelors,Management,68,2013-11-22,10+ Miles,3,40K TO 80K
16784,F,5,1,Canada,Canada,North America,Bachelors,Management,69,2013-05-02,10+ Miles,3,40K TO 80K
16785,M,3,1,Northwest,United States,North America,Bachelors,Management,68,2013-09-30,10+ Miles,1,40K TO 80K
16786,M,4,1,Southwest,United States,North America,Bachelors,Management,68,2013-10-26,10+ Miles,1,40K TO 80K
16787,F,4,1,Southwest,United States,North America,Bachelors,Management,63,2013-11-25,10+ Miles,1,40K TO 80K
16788,M,5,1,Southwest,United States,North America,Bachelors,Management,68,2013-04-15,2-5 Miles,3,40K TO 80K
16789,F,5,1,Northwest,United States,North America,Bachelors,Management,67,2013-12-19,2-5 Miles,3,40K TO 80K
16790,M,5,1,Northwest,United States,North America,Bachelors,Management,62,2013-12-25,2-5 Miles,3,40K TO 80K
16791,M,5,1,Canada,Canada,North America,Bachelors,Management,68,2013-05-23,10+ Miles,3,40K TO 80K
16792,F,5,1,Southwest,United States,North America,Bachelors,Management,68,2013-01-17,2-5 Miles,3,40K TO 80K
16793,F,2,1,Southwest,United States,North America,Bachelors,Management,68,2013-01-07,10+ Miles,0,40K TO 80K
16794,F,2,1,Northwest,United States,North America,Bachelors,Management,68,2013-01-15,10+ Miles,0,40K TO 80K
16795,F,4,1,Southwest,United States,North America,Bachelors,Management,68,2013-11-24,1-2 Miles,1,40K TO 80K
16796,F,2,1,Northwest,United States,North America,Partial College,Professional,67,2013-05-17,10+ Miles,1,40K TO 80K
16797,M,2,0,Northwest,United States,North America,Partial College,Professional,66,2013-01-08,2-5 Miles,1,40K TO 80K
16798,F,2,1,Southwest,United States,North America,Bachelors,Management,67,2013-01-16,2-5 Miles,0,40K TO 80K
16799,F,2,1,Southwest,United States,North America,Bachelors,Management,66,2013-01-23,2-5 Miles,0,40K TO 80K
16800,F,2,1,Canada,Canada,North America,High School,Professional,66,2013-06-17,2-5 Miles,2,40K TO 80K
16801,F,2,1,Northwest,United States,North America,Partial College,Professional,60,2013-09-10,10+ Miles,2,40K TO 80K
16802,M,2,1,Northwest,United States,North America,Partial College,Professional,65,2013-02-17,10+ Miles,2,40K TO 80K
16803,M,2,0,Northwest,United States,North America,Partial College,Professional,60,2013-01-14,2-5 Miles,2,40K TO 80K
16804,M,2,1,Northwest,United States,North America,High School,Professional,64,2013-01-15,2-5 Miles,2,40K TO 80K
16805,M,2,1,Northwest,United States,North America,High School,Professional,59,2013-01-15,10+ Miles,2,40K TO 80K
16806,M,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-12-07,2-5 Miles,1,40K TO 80K
16807,F,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-01-14,10+ Miles,1,40K TO 80K
16808,F,4,0,Southwest,United States,North America,Partial College,Professional,64,2013-09-16,1-2 Miles,1,40K TO 80K
16809,F,4,1,Southwest,United States,North America,Partial College,Professional,59,2013-10-16,10+ Miles,1,40K TO 80K
16810,M,2,0,Canada,Canada,North America,High School,Professional,63,2013-08-09,2-5 Miles,2,40K TO 80K
16811,M,2,1,Northwest,United States,North America,Partial College,Professional,64,2013-02-27,10+ Miles,1,40K TO 80K
16812,F,2,1,Southwest,United States,North America,Partial College,Professional,58,2013-02-16,2-5 Miles,2,40K TO 80K
16813,M,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-11-24,10+ Miles,2,40K TO 80K
16814,F,4,1,Southwest,United States,North America,Partial College,Professional,58,2013-02-03,10+ Miles,1,40K TO 80K
16815,M,4,1,Southwest,United States,North America,Partial College,Professional,64,2014-01-10,1-2 Miles,1,40K TO 80K
16816,F,4,1,Southwest,United States,North America,Partial College,Professional,58,2014-01-04,10+ Miles,1,40K TO 80K
16817,M,4,1,Southwest,United States,North America,Partial College,Professional,63,2013-10-13,10+ Miles,1,40K TO 80K
16818,F,4,1,Southwest,United States,North America,Partial College,Professional,64,2013-10-07,2-5 Miles,2,40K TO 80K
16819,M,4,1,Northwest,United States,North America,Partial College,Professional,63,2013-10-13,2-5 Miles,2,40K TO 80K
16820,F,5,1,Canada,Canada,North America,Partial College,Professional,63,2013-08-21,10+ Miles,2,40K TO 80K
16821,F,2,0,Germany,Germany,Europe,Bachelors,Management,56,2012-07-03,5-10 Miles,4,Above 120k
16822,M,1,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,56,2012-05-10,5-10 Miles,3,Above 120k
16823,F,1,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,56,2012-05-09,5-10 Miles,4,Above 120k
16824,M,2,1,Germany,Germany,Europe,High School,Professional,58,2012-07-21,5-10 Miles,4,Above 120k
16825,F,2,1,Germany,Germany,Europe,High School,Professional,57,2013-11-17,5-10 Miles,4,Above 120k
16826,M,3,1,Germany,Germany,Europe,Partial College,Professional,52,2012-08-24,5-10 Miles,3,Above 120k
16827,M,3,1,United Kingdom,United Kingdom,Europe,Bachelors,Management,47,2012-05-14,0-1 Miles,3,Above 120k
16828,M,2,1,United Kingdom,United Kingdom,Europe,High School,Professional,53,2012-05-15,0-1 Miles,2,Above 120k
16829,M,2,1,United Kingdom,United Kingdom,Europe,High School,Professional,53,2012-05-07,5-10 Miles,2,Above 120k
16830,F,3,1,Germany,Germany,Europe,Partial College,Professional,59,2012-08-01,5-10 Miles,3,Above 120k
16831,M,3,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,60,2012-05-24,0-1 Miles,3,Above 120k
16832,M,3,1,Northwest,United States,North America,Graduate Degree,Management,83,2013-10-22,5-10 Miles,2,40K TO 80K
16833,M,3,1,Southwest,United States,North America,Graduate Degree,Management,82,2013-10-28,2-5 Miles,1,80k to 120k
16834,F,2,1,Canada,Canada,North America,Graduate Degree,Management,81,2013-05-26,5-10 Miles,2,40K TO 80K
16835,M,4,1,Northwest,United States,North America,Graduate Degree,Management,81,2013-10-12,5-10 Miles,2,40K TO 80K
16836,M,4,1,Canada,Canada,North America,Partial College,Professional,49,2013-08-16,2-5 Miles,3,80k to 120k
16837,F,4,1,Canada,Canada,North America,Partial College,Professional,49,2013-08-04,2-5 Miles,3,80k to 120k
16838,M,2,0,Southwest,United States,North America,Bachelors,Management,50,2013-09-30,1-2 Miles,3,80k to 120k
16839,F,0,1,Southwest,United States,North America,Graduate Degree,Management,50,2013-10-10,0-1 Miles,2,Above 120k
16840,M,4,1,Canada,Canada,North America,Bachelors,Management,51,2013-05-24,2-5 Miles,0,80k to 120k
16841,M,4,1,Canada,Canada,North America,Partial College,Professional,50,2013-02-25,2-5 Miles,1,80k to 120k
16842,F,3,1,Southwest,United States,North America,Bachelors,Management,45,2013-10-25,2-5 Miles,4,80k to 120k
16843,M,2,0,Southwest,United States,North America,Graduate Degree,Management,51,2013-10-27,0-1 Miles,2,Above 120k
16844,F,1,1,Southwest,United States,North America,Bachelors,Management,45,2013-10-22,0-1 Miles,2,Above 120k
16845,F,0,0,Southwest,United States,North America,Graduate Degree,Management,45,2013-10-05,1-2 Miles,3,Above 120k
16846,M,4,1,Canada,Canada,North America,Partial College,Professional,52,2013-02-21,2-5 Miles,2,80k to 120k
16847,M,4,1,Canada,Canada,North America,Partial College,Professional,41,2013-06-14,2-5 Miles,2,80k to 120k
16848,F,4,0,Canada,Canada,North America,Partial College,Professional,41,2013-01-31,0-1 Miles,2,80k to 120k
16849,M,4,1,Canada,Canada,North America,Partial College,Professional,46,2013-12-04,2-5 Miles,2,80k to 120k
16850,F,0,0,Northwest,United States,North America,Partial College,Professional,51,2013-10-04,2-5 Miles,2,80k to 120k
16851,M,0,1,Southwest,United States,North America,Partial College,Professional,52,2013-10-23,2-5 Miles,2,80k to 120k
16852,F,4,1,Southwest,United States,North America,Bachelors,Management,46,2013-10-15,5-10 Miles,4,80k to 120k
16853,F,4,1,Southwest,United States,North America,Bachelors,Management,52,2013-12-20,5-10 Miles,0,80k to 120k
16854,M,0,1,Southwest,United States,North America,Graduate Degree,Management,40,2013-10-04,1-2 Miles,3,Above 120k
16855,F,5,1,Canada,Canada,North America,Partial College,Professional,52,2013-10-16,5-10 Miles,2,80k to 120k
16856,F,5,1,Northwest,United States,North America,Partial College,Professional,52,2013-08-28,5-10 Miles,4,80k to 120k
16857,M,5,1,Northwest,United States,North America,Partial College,Professional,47,2013-05-04,5-10 Miles,4,80k to 120k
16858,F,1,1,Northwest,United States,North America,Partial College,Professional,52,2013-12-07,5-10 Miles,3,80k to 120k
16859,M,1,1,Northwest,United States,North America,Partial College,Professional,47,2013-10-17,5-10 Miles,3,80k to 120k
16860,F,1,1,Southwest,United States,North America,Bachelors,Management,53,2013-03-12,1-2 Miles,2,80k to 120k
16861,M,1,0,Southwest,United States,North America,Bachelors,Management,47,2014-01-13,0-1 Miles,4,Above 120k
16862,M,1,1,Southwest,United States,North America,Bachelors,Management,52,2014-01-13,0-1 Miles,4,Above 120k
16863,F,5,1,Northwest,United States,North America,Partial College,Professional,53,2013-03-05,1-2 Miles,3,80k to 120k
16864,F,3,1,Northwest,United States,North America,Partial College,Professional,54,2013-10-26,5-10 Miles,4,80k to 120k
16865,F,1,1,Southwest,United States,North America,High School,Professional,48,2013-10-22,5-10 Miles,4,Above 120k
16866,F,1,1,Southwest,United States,North America,Bachelors,Management,37,2013-10-13,2-5 Miles,2,Above 120k
16867,F,1,0,Southwest,United States,North America,Bachelors,Management,53,2013-10-04,0-1 Miles,3,Above 120k
16868,M,1,0,Southwest,United States,North America,Bachelors,Management,48,2013-10-16,2-5 Miles,2,Above 120k
16869,F,0,1,Southwest,United States,North America,Graduate Degree,Management,54,2013-10-04,2-5 Miles,4,Above 120k
16870,F,2,0,Canada,Canada,North America,High School,Professional,59,2013-02-03,1-2 Miles,2,40K TO 80K
16871,F,2,1,Southwest,United States,North America,High School,Professional,54,2013-10-07,10+ Miles,1,80k to 120k
16872,M,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,44,2013-10-16,5-10 Miles,2,80k to 120k
16873,M,4,0,Canada,Canada,North America,High School,Professional,80,2013-07-23,5-10 Miles,2,Below 40k
16874,F,4,1,Southwest,United States,North America,Bachelors,Management,79,2013-05-16,5-10 Miles,2,80k to 120k
16875,F,4,1,Southwest,United States,North America,Bachelors,Management,74,2013-06-24,5-10 Miles,2,80k to 120k
16876,M,3,0,Canada,Canada,North America,Partial College,Professional,79,2013-04-24,1-2 Miles,2,40K TO 80K
16877,F,2,1,Northwest,United States,North America,Graduate Degree,Management,73,2013-02-15,1-2 Miles,2,40K TO 80K
16878,M,2,1,Northwest,United States,North America,Graduate Degree,Management,78,2013-02-23,5-10 Miles,2,40K TO 80K
16879,F,2,1,Northwest,United States,North America,Graduate Degree,Management,79,2013-02-26,5-10 Miles,2,40K TO 80K
16880,M,4,1,Southwest,United States,North America,Graduate Degree,Management,67,2013-10-24,5-10 Miles,2,40K TO 80K
16881,M,4,1,Southwest,United States,North America,Graduate Degree,Management,79,2013-10-28,5-10 Miles,2,40K TO 80K
16882,M,3,1,Northwest,United States,North America,Partial College,Professional,55,2013-10-25,5-10 Miles,4,80k to 120k
16883,M,4,1,Southwest,United States,North America,High School,Professional,54,2014-01-05,5-10 Miles,1,Above 120k
16884,M,2,0,Northwest,United States,North America,High School,Professional,60,2013-04-06,5-10 Miles,2,40K TO 80K
16885,M,2,0,Northwest,United States,North America,Partial High School,Skilled Manual,50,2013-03-16,1-2 Miles,2,40K TO 80K
16886,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,60,2013-02-04,5-10 Miles,2,40K TO 80K
16887,M,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,60,2013-02-20,5-10 Miles,2,40K TO 80K
16888,F,3,1,Southwest,United States,North America,Partial High School,Skilled Manual,61,2013-02-08,5-10 Miles,2,40K TO 80K
16889,M,3,1,Southwest,United States,North America,Partial High School,Skilled Manual,55,2013-03-10,5-10 Miles,2,40K TO 80K
16890,M,3,1,Northwest,United States,North America,Partial High School,Skilled Manual,61,2013-03-14,5-10 Miles,2,40K TO 80K
16891,F,3,1,Southwest,United States,North America,High School,Professional,60,2013-11-27,5-10 Miles,0,40K TO 80K
16892,F,3,1,Southwest,United States,North America,High School,Professional,61,2013-10-25,5-10 Miles,0,40K TO 80K
16893,M,3,1,Northwest,United States,North America,Graduate Degree,Management,62,2013-10-17,5-10 Miles,2,40K TO 80K
16894,F,3,1,Northwest,United States,North America,Graduate Degree,Management,45,2013-03-07,5-10 Miles,2,40K TO 80K
16895,F,3,0,Southwest,United States,North America,Partial College,Professional,63,2013-03-19,1-2 Miles,2,40K TO 80K
16896,F,3,0,Southwest,United States,North America,Partial College,Professional,62,2013-03-16,5-10 Miles,2,40K TO 80K
16897,F,3,1,Southwest,United States,North America,Partial College,Professional,57,2013-03-01,5-10 Miles,2,40K TO 80K
16898,M,3,0,Southwest,United States,North America,Partial College,Professional,57,2013-03-26,5-10 Miles,2,40K TO 80K
16899,F,2,0,Northwest,United States,North America,Graduate Degree,Management,77,2013-06-16,2-5 Miles,4,80k to 120k
16900,M,2,1,Southwest,United States,North America,Graduate Degree,Management,77,2013-08-17,5-10 Miles,3,Above 120k
16901,M,2,1,Southwest,United States,North America,Bachelors,Management,77,2013-09-25,2-5 Miles,4,Above 120k
16902,M,5,1,Canada,Canada,North America,Bachelors,Management,76,2013-05-23,5-10 Miles,2,80k to 120k
16903,M,2,1,Southwest,United States,North America,Graduate Degree,Management,76,2013-11-12,5-10 Miles,0,80k to 120k
16904,F,2,1,Southwest,United States,North America,Graduate Degree,Management,76,2013-10-10,5-10 Miles,0,80k to 120k
16905,F,2,1,Southwest,United States,North America,Bachelors,Management,77,2013-08-03,2-5 Miles,4,Above 120k
16906,F,1,1,Canada,Canada,North America,Graduate Degree,Management,76,2013-08-10,2-5 Miles,4,Above 120k
16907,F,4,1,Southwest,United States,North America,Graduate Degree,Management,76,2013-10-25,5-10 Miles,2,80k to 120k
16908,F,4,1,Northwest,United States,North America,Graduate Degree,Management,76,2013-10-06,5-10 Miles,2,80k to 120k
16909,F,5,1,Southwest,United States,North America,Bachelors,Management,75,2013-10-27,5-10 Miles,2,80k to 120k
16910,M,2,1,Canada,Canada,North America,Graduate Degree,Management,76,2013-02-13,5-10 Miles,3,Above 120k
16911,M,5,1,Northwest,United States,North America,Bachelors,Management,75,2013-09-11,5-10 Miles,2,80k to 120k
16912,M,5,0,Northwest,United States,North America,Bachelors,Management,75,2013-11-26,1-2 Miles,2,80k to 120k
16913,M,2,1,Northwest,United States,North America,Graduate Degree,Management,74,2013-08-23,5-10 Miles,3,80k to 120k
16914,F,3,1,Northwest,United States,North America,Bachelors,Management,46,2013-11-28,0-1 Miles,3,80k to 120k
16915,M,3,1,Northwest,United States,North America,Bachelors,Management,41,2013-11-28,0-1 Miles,3,80k to 120k
16916,F,1,0,Southeast,United States,North America,Graduate Degree,Management,47,2013-11-13,1-2 Miles,2,80k to 120k
16917,M,1,1,Southwest,United States,North America,Bachelors,Management,47,2013-12-09,0-1 Miles,4,Above 120k
16918,F,0,1,Northwest,United States,North America,High School,Skilled Manual,35,2014-01-16,5-10 Miles,2,40K TO 80K
16919,F,4,0,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-04-18,1-2 Miles,2,Below 40k
16920,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-03-24,1-2 Miles,2,40K TO 80K
16921,M,0,1,Canada,Canada,North America,High School,Skilled Manual,36,2013-05-13,5-10 Miles,2,40K TO 80K
16922,F,0,1,Northwest,United States,North America,Partial College,Skilled Manual,37,2014-01-22,5-10 Miles,1,40K TO 80K
16923,M,0,1,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-12-06,5-10 Miles,1,40K TO 80K
16924,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-04-21,1-2 Miles,2,40K TO 80K
16925,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-04-09,1-2 Miles,2,40K TO 80K
