CustomerKey,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket
25474,2,38.9800,24.4014,1,2
14846,7,6744.5700,2785.9503,3,2
19091,2,24.2700,15.1930,2,1
27581,1,539.9900,196.3404,1,1
23336,2,32.2800,20.2072,1,2
26230,3,2398.0500,910.8835,1,3
17740,2,38.9800,24.4014,1,2
24856,3,27.7700,17.3839,1,3
13495,5,57.9500,32.7165,2,2
26061,3,5838.0500,2402.3854,2,1
17671,3,565.4700,212.2908,1,3
27750,2,23.7800,14.8862,1,2
29101,2,7.2800,4.5572,1,2
28786,2,127.9500,80.0967,1,2
17571,3,1763.9700,632.9654,1,3
16366,2,2563.3500,963.5221,1,2
13595,9,9390.5325,3748.6080,4,2
26330,3,2821.7196,1239.4456,2,1
17840,5,228.9600,143.3288,2,2
25892,1,2443.3500,924.5636,1,1
14531,7,190.5400,99.4818,2,3
16051,2,2746.5525,1117.6508,2,1
24956,2,751.3400,286.5329,1,2
11637,3,39.5800,24.7770,2,1
20296,2,1145.4800,423.0539,1,2
19360,5,3511.7575,1304.3595,2,2
27266,1,2071.4196,953.5637,1,1
19260,4,1592.7075,668.6376,2,2
12121,5,5946.2000,2491.3567,2,2
21816,3,83.4700,30.8721,1,3
13057,5,3341.8100,1331.6543,2,2
20880,3,2518.9700,936.6671,2,1
24372,3,3356.0425,1280.7066,2,1
12221,4,5968.2500,2505.1600,2,2
13157,2,59.9800,37.5474,2,1
23436,5,3950.5225,1500.5278,2,2
22921,5,4647.8825,1760.0999,2,2
13910,5,4526.5225,1935.1685,2,2
22400,5,2737.8225,1067.4040,2,2
28517,4,578.4600,220.4225,1,4
29370,4,97.9600,61.3228,1,4
21547,4,72.9600,42.1128,1,4
20196,1,1120.4900,407.4102,1,1
15782,2,7.2800,4.5572,1,2
18507,3,103.4800,64.7784,1,3
26814,1,2049.0982,943.2882,1,1
15951,2,39.9800,25.0274,1,2
16466,2,4624.9125,1749.2808,2,1
16635,8,161.2900,100.9673,2,4
29201,4,4334.6000,1696.6324,2,2
26645,3,2800.4382,1226.2611,2,1
28686,5,800.3100,313.6280,1,5
16735,2,58.9800,15.5414,1,2
14010,4,3861.3896,1606.3651,2,2
26745,4,1932.4600,721.8350,2,2
18338,6,6124.5800,2338.4507,2,3
12742,10,5148.3096,2340.0601,3,3
19191,2,74.9800,27.1414,1,2
23021,2,564.4800,211.6711,1,2
15882,4,1372.4600,572.6681,2,2
25961,3,1938.4700,725.5973,2,1
21647,4,608.9600,239.5155,1,4
29270,2,11.9400,7.4744,1,2
23505,5,616.9500,219.5772,1,5
19675,3,198.9900,124.5677,1,3
13426,3,4498.5325,1917.6469,2,1
13326,3,4511.5525,1925.7974,2,1
23605,4,2344.9600,1074.2898,1,4
25377,1,32.6000,20.4076,1,1
21049,2,32.2800,20.2072,1,2
12642,1,8.9900,2.0677,1,1
25477,1,3.9900,2.4977,1,1
21149,3,1183.4700,421.8956,1,3
15699,8,6969.5725,2854.4260,3,2
23857,4,600.4600,234.1945,1,4
12473,7,5665.2196,2504.5422,3,2
17219,1,35.0000,21.9100,1,1
21132,1,21.4900,13.4527,1,1
16887,4,1769.9600,661.6551,1,4
16718,2,13.9800,8.7514,1,2
15868,9,166.5100,100.6750,3,3
28102,3,1299.8300,493.1006,1,3
11454,4,8089.0400,3443.9401,3,1
26914,4,588.9600,226.9955,1,4
14279,7,5137.7082,2299.2970,3,2
19443,4,1863.5682,717.3335,2,2
20963,3,42.9300,26.8741,1,3
12974,2,56.9700,35.6632,1,2
19612,3,6029.5700,2300.3546,2,1
24358,3,2418.0500,923.4035,1,3
22168,4,2997.3200,1129.6554,2,2
26828,4,1732.2600,638.0549,1,4
22500,4,2481.8200,912.4842,1,4
15029,3,3826.3996,1584.4614,2,1
25394,2,1249.8400,481.6029,1,2
21564,3,74.9800,46.9374,1,3
11723,9,192.5300,120.5235,5,1
28703,2,2419.0600,924.0358,1,2
23688,1,1214.8500,459.6992,1,1
27229,4,93.4600,58.5058,1,4
18424,1,4.9900,3.1237,1,1
22752,2,32.2800,20.2072,1,2
29138,3,4374.6100,1700.2987,2,1
20980,4,1981.9600,731.4420,2,2
15467,4,1631.4600,691.8764,2,2
25108,4,2199.4075,829.9469,2,2
19944,3,3105.2700,1352.0874,2,1
24272,4,2735.5325,1065.9705,2,2
13993,3,1804.9175,766.4036,2,1
23253,2,39.9800,25.0274,1,2
19008,3,1760.4700,655.7144,1,3
27166,3,827.3300,314.3066,1,3
27664,3,60.4700,37.8541,1,3
20027,2,78.9800,49.4414,1,2
13578,2,44.9800,28.1574,1,2
16804,3,1728.2700,635.5572,1,3
12559,6,5633.9082,2488.6390,3,2
12390,7,4977.8596,2237.6466,3,2
13409,5,108.9500,44.8465,1,5
23422,4,3911.5325,1497.5001,2,2
13343,6,4720.2700,1970.9382,2,3
23920,2,1735.9800,640.3837,1,2
28165,1,3578.2700,1406.9758,1,1
15115,2,94.4800,59.1444,1,2
25978,3,5813.0500,2391.4454,2,1
17302,6,147.4400,68.9412,2,3
25809,1,21.4900,13.4527,1,1
18776,3,67.9700,17.6091,1,3
18255,5,6067.2000,2323.9109,2,2
22583,6,2821.5125,1099.9979,2,3
26413,3,58.4700,36.6021,1,3
22085,2,34.9800,21.8974,1,2
29353,3,63.4700,39.7321,1,3
11222,6,207.9600,126.6228,2,3
28534,2,603.4900,236.0914,1,2
19274,2,2701.4275,1013.2683,2,1
14946,4,2778.5225,1141.9522,2,2
22669,1,1120.4900,407.4102,1,1
26997,3,1149.4700,425.5516,1,3
20113,1,69.9900,43.8137,1,1
28769,3,4329.6100,1689.9487,2,1
20611,2,6021.6200,2295.3779,2,1
24441,2,2419.0600,924.0358,1,2
16283,3,63.9700,40.0451,1,3
16134,2,13.9800,8.7514,1,2
11806,4,96.2700,38.8849,2,2
29118,4,73.9600,22.9428,1,4
14362,4,1845.8975,770.6771,2,2
18759,8,302.0300,165.7146,3,2
27249,1,28.9900,18.1477,1,1
15865,5,1416.9500,574.8506,2,2
24355,2,36.5900,22.9053,1,2
20797,3,14.2300,8.9079,1,3
13827,2,29.4800,18.4544,1,2
25829,4,1894.0682,720.1905,2,2
14345,5,3639.9182,1623.3464,3,1
22835,2,38.9800,24.4014,1,2
25142,2,13.9800,5.1914,1,2
11789,3,72.2800,45.2472,2,1
20279,3,144.4700,70.6421,1,3
21799,3,23.9700,11.4451,1,3
12307,11,13173.1900,5198.0140,5,2
24873,2,548.9800,247.4780,1,2
22317,2,13.9800,5.1914,1,2
23104,5,3490.0325,1385.9643,2,2
12407,3,74.9800,46.9374,1,3
12825,5,4419.0582,2028.9398,2,2
18172,4,77.2700,48.3709,2,2
13512,1,69.9900,43.8137,1,1
18859,2,1155.4800,429.3139,1,2
24624,3,38.8800,24.3388,1,3
26293,5,4455.0982,1859.1484,2,2
16901,2,39.9800,25.0274,1,2
21315,4,1189.4600,450.5853,1,4
19692,2,94.4800,59.1444,1,2
27667,3,5997.3300,2331.0116,2,1
17339,1,4.9900,3.1237,1,1
27767,3,776.3300,302.1766,1,3
26144,3,27.7700,17.3839,1,3
19795,5,6044.5900,2306.1970,2,2
29287,1,4.9900,3.1237,1,1
26044,4,86.9500,54.4306,1,4
16303,3,149.9800,93.8874,1,3
15616,2,27.2800,17.0772,1,2
26731,1,2049.0982,943.2882,1,1
28600,2,119.9800,55.3114,1,2
22068,3,23.9700,11.4451,1,3
14196,6,137.9400,64.9702,2,3
22586,4,1739.4600,642.5621,1,4
12158,11,202.2000,126.5768,4,2
24773,2,7.2800,4.5572,1,2
18656,2,564.4800,211.6711,1,2
11889,4,50.2300,31.4439,2,2
24458,2,4144.3400,1543.0436,2,1
12556,1,8.9900,2.0677,1,1
25291,3,38.8800,24.3388,1,3
23940,1,1120.4900,407.4102,1,1
12038,5,91.7500,57.4353,3,1
14030,5,6905.4696,2995.7282,3,1
22735,2,34.9800,21.8974,1,2
23519,3,23.9700,11.4451,1,3
14863,2,32.2800,20.2072,1,2
20210,2,2478.3400,910.3058,1,2
11554,1,34.9900,21.9037,1,1
28082,3,60.4700,37.8541,1,3
19426,3,1938.4700,725.5973,2,1
21833,1,2294.9900,1043.0087,1,1
15347,4,1631.4600,691.8764,2,2
15098,3,38.8800,24.3388,1,3
27933,2,12.9400,8.1004,1,2
19277,2,39.9800,25.0274,1,2
17654,3,1759.9700,635.6054,1,3
17803,5,2761.0225,1130.9971,2,2
16970,2,1754.9800,630.8977,1,2
25626,2,548.9800,201.9681,1,2
19526,3,1179.4700,420.9756,1,3
28182,1,3578.2700,1406.9758,1,1
15198,2,7.2800,4.5572,1,2
16821,9,7221.3500,2931.6406,3,3
27415,1,69.9900,43.8137,1,1
23502,2,32.2800,20.2072,1,2
26396,4,118.9600,54.6728,1,4
12141,5,5979.2200,2492.2312,2,2
29453,1,742.3500,280.9052,1,1
21464,2,76.9700,48.1832,1,2
11122,3,42.9300,26.8741,3,1
22483,4,110.4600,49.3518,1,4
28434,2,751.3400,286.5329,1,2
13592,7,9695.7300,3835.1794,4,1
23001,3,37.2700,23.3309,1,3
14179,3,71.5800,44.8090,1,3
22984,2,34.9800,21.8974,1,2
14494,2,1769.9275,744.4999,2,1
20445,4,6078.7100,2331.1162,2,2
24976,1,2181.5625,860.8787,1,1
28935,2,2419.0600,924.0358,1,2
20130,1,4.9900,3.1237,1,1
21063,3,60.4700,37.8541,1,3
14093,2,30.9700,15.8272,1,2
28952,4,2473.0400,957.8272,1,4
21965,4,99.4700,62.2681,1,4
11640,15,409.1200,211.3726,5,3
15968,3,3099.9600,1353.0516,2,1
12659,3,73.9700,46.3051,1,3
11036,2,2354.9800,1076.2742,1,2
24020,2,13.9800,5.1914,1,2
12573,3,2668.0782,1212.4780,2,1
16987,2,2414.9900,1118.1287,1,2
11185,68,1616.3100,900.9558,27,2
21667,2,819.4800,361.2093,1,2
27916,2,39.9800,25.0274,1,2
23588,3,37.2700,23.3309,1,3
13160,5,6839.4596,2950.1177,3,1
23439,3,68.9700,43.1751,1,3
17488,1,4.9900,3.1237,1,1
15716,5,4467.0582,2034.0478,2,2
20044,2,1155.4800,429.3139,1,2
19174,2,2483.9800,914.7634,2,1
23087,2,39.9800,25.0274,1,2
14431,1,21.9800,13.7595,1,1
11537,2,5873.2600,2449.9845,2,1
20193,1,1120.4900,407.4102,1,1
25125,2,68.4900,42.8747,1,2
16469,3,63.9700,40.0451,1,3
17136,2,2297.2800,1044.4422,1,2
25792,2,75.4800,25.8704,1,2
24106,2,39.9800,25.0274,1,2
15450,3,32.2700,20.2009,1,3
18155,7,135.4300,81.2190,2,3
26811,1,2071.4196,953.5637,1,1
20648,3,2457.3300,897.1535,1,3
29304,3,23.9700,11.4451,1,3
28583,1,3578.2700,1406.9758,1,1
22334,2,548.9800,201.9681,1,2
13678,3,5933.2500,2483.2500,2,1
26662,3,1938.4700,725.5973,2,1
18006,2,38.9800,24.4014,1,2
14697,6,6684.5800,2774.0648,3,2
19025,2,119.9800,55.3114,1,2
17402,2,2304.9800,1049.2624,1,2
27681,1,3578.2700,1406.9758,1,1
13074,2,56.9700,35.6632,1,2
23353,4,45.2200,28.3076,1,4
20711,4,3240.3200,1193.4369,2,2
16383,2,58.9800,15.5414,1,2
12055,8,104.1900,61.6627,4,2
28285,3,5997.3300,2331.0116,2,1
23957,2,38.9800,24.4014,1,2
26897,2,38.9800,24.4014,1,2
22569,3,48.9700,27.0951,1,3
25274,3,71.5800,44.8090,1,3
15533,1,4.9900,3.1237,1,1
19139,1,69.9900,43.8137,1,1
16740,5,6099.1000,2343.8803,2,2
17742,3,4198.3300,1555.4613,2,1
19657,5,756.2600,376.5070,1,5
28147,1,3578.2700,1406.9758,1,1
17101,6,163.9400,99.0662,2,3
17642,5,32.9500,17.0665,2,2
16763,1,1700.9900,618.4800,1,1
26132,2,39.9800,25.0274,1,2
15704,1,35.0000,21.9100,1,1
17619,6,163.9200,82.8178,2,3
16122,3,569.9700,264.1777,1,3
27111,2,7.2800,4.5572,1,2
27629,3,36.2700,22.7049,1,3
18260,4,6035.6000,2304.1293,2,2
15727,4,134.4600,64.3758,2,2
17719,2,38.9800,24.4014,1,2
28170,1,3578.2700,1406.9758,1,1
18137,5,3043.0582,1351.7675,2,2
22156,1,69.9900,43.8137,1,1
23733,4,567.7600,213.7243,1,4
21718,3,22.9300,14.3541,1,3
17281,3,83.9700,29.2091,2,1
14284,2,1769.9275,744.4999,2,1
24612,5,2152.1975,821.7734,2,2
20198,2,1174.4800,419.8279,1,2
22213,3,59.2700,37.1030,1,3
26627,2,2791.4482,1224.1934,2,1
12169,5,5948.2400,2496.9219,2,2
25153,4,96.0700,60.1397,1,4
14825,4,61.4500,38.4676,1,4
12269,2,43.9800,23.9714,1,2
25253,4,73.9600,46.2988,1,4
11290,3,5933.2500,2483.2500,2,1
13205,4,4803.3200,2008.2497,2,2
23192,2,32.2800,20.2072,1,2
22697,3,83.9700,32.7691,1,3
23633,2,38.9800,24.4014,1,2
11190,4,46.2700,28.9649,2,2
23092,1,29.9900,18.7737,1,1
25648,1,4.9900,3.1237,1,1
20716,6,3911.2900,1669.2900,3,2
25671,2,30.4800,15.5204,1,2
27686,3,74.9800,46.9374,1,3
28688,2,901.3500,380.4392,1,2
17201,1,21.9800,13.7595,1,1
15186,4,86.7600,54.3116,2,2
28588,1,3578.2700,1406.9758,1,1
28047,1,3578.2700,1406.9758,1,1
23899,4,574.4600,217.9185,1,4
18160,6,6914.5925,2839.8046,3,2
15243,3,36.9600,23.1369,1,3
26816,2,1735.9800,640.3837,1,2
28831,1,3578.2700,1406.9758,1,1
20175,4,1214.4600,442.8793,1,4
13228,2,56.9700,35.6632,1,2
12246,5,3947.2500,1742.5068,2,2
27145,1,35.0000,21.9100,1,1
22574,1,69.9900,43.8137,1,1
20659,4,2466.3200,899.2212,1,4
25130,2,7.2800,4.5572,1,2
21200,3,3932.5425,1490.8564,2,1
23115,2,34.9800,21.8974,1,2
12787,5,53.5600,33.5284,2,2
23215,4,49.9600,31.2748,1,4
22674,2,574.9800,218.2441,1,2
27818,4,607.9600,217.5095,1,4
21343,2,1170.4800,418.9079,1,2
12521,4,4438.3796,2021.8296,2,2
24878,2,23.7800,14.8862,1,2
22863,1,29.9900,18.7737,1,1
23358,4,561.9200,210.0685,1,4
27795,2,1174.4800,419.8279,1,2
23381,3,37.2700,23.3309,1,3
22840,2,37.2900,23.3435,1,2
18426,4,2362.2700,1080.8377,1,4
28313,6,647.9400,240.5609,1,6
26298,3,3340.2596,1425.6806,2,1
25757,4,628.9700,252.0418,1,4
24360,4,3626.8200,1346.4592,2,2
26375,5,1971.4500,724.8627,2,2
26916,2,1322.9800,492.6238,2,1
15077,7,6673.5300,2767.1475,3,2
19405,2,1170.4800,418.9079,1,2
13062,5,4500.5225,1915.3325,2,2
17390,2,39.9800,25.0274,1,2
22345,3,73.9700,42.7451,1,3
12953,3,81.4600,50.9939,1,3
27277,1,2071.4196,953.5637,1,1
20284,5,5328.2300,2056.1109,2,2
15870,2,7.2800,4.5572,1,2
11542,3,34.4700,21.5781,1,3
15956,1,4.9900,3.1237,1,1
13557,4,4443.3796,2044.7556,2,2
17885,2,2701.4275,1013.2683,2,1
20825,2,3226.3400,1184.6855,2,1
16497,8,132.7100,83.0762,4,2
24964,4,121.5700,56.3067,1,4
29292,2,2393.0600,904.1998,1,2
18864,4,2331.9500,1066.1456,1,4
15618,1,24.9900,15.6437,1,1
25482,2,162.9900,102.0317,1,2
16849,4,176.9500,90.9746,2,2
11894,9,8223.0000,3523.5107,3,3
29206,3,148.9800,93.2614,1,3
20550,1,24.9900,15.6437,1,1
25505,2,38.9800,24.4014,1,2
18535,2,51.9700,32.5332,2,1
14811,3,36.9300,23.1181,1,3
23467,1,29.9900,18.7737,1,1
27168,2,67.4900,42.2487,1,2
18512,2,2349.9800,1077.4324,1,2
28422,2,34.8900,21.8411,1,2
19053,1,24.9900,15.6437,1,1
12412,5,258.4800,161.8084,2,2
12435,3,5920.2400,2475.1058,2,1
17994,2,27.2800,17.0772,1,2
26650,2,4455.4896,1855.6958,2,1
13666,3,5900.5500,2462.7798,2,1
22322,4,600.4600,234.1945,1,4
20009,4,1184.4600,447.4553,1,4
28665,4,4852.6000,1903.9094,2,2
24337,4,600.4600,234.1945,1,4
17367,2,68.4900,42.8747,1,2
21695,4,1169.4600,438.0653,1,4
13039,3,3282.8300,1318.0889,2,1
26023,4,1917.4600,712.4450,2,2
11024,6,56.5100,35.3751,2,3
28336,4,138.9700,86.9951,1,4
19680,2,1170.4800,418.9079,1,2
15352,1,69.9900,43.8137,1,1
28963,3,2398.0500,910.8835,1,3
24008,3,2730.5425,1059.2868,2,1
13580,7,7285.5700,3004.3030,4,1
17908,4,35.7200,22.3606,1,4
22236,3,1179.9700,444.6446,1,3
11808,14,610.1900,381.9785,5,2
11267,5,5943.2300,2493.7856,2,2
15595,2,4369.0882,1997.6587,2,1
13257,9,8941.2800,3630.7276,4,2
21747,1,539.9900,196.3404,1,1
27320,2,33.9800,21.2714,1,2
18830,2,119.9800,55.3114,1,2
18853,1,69.9900,43.8137,1,1
27343,3,132.9700,58.2991,1,3
28863,3,63.9700,40.0451,1,3
11883,4,77.2700,48.3709,2,2
28840,4,4399.1000,1715.6294,2,2
11860,2,69.9900,43.8137,2,1
21770,3,23.9700,15.0051,1,3
28740,2,3191.9096,1360.9739,2,1
20250,3,37.2700,23.3309,1,3
20373,3,3226.8996,1382.8776,2,1
20350,3,3226.8996,1382.8776,2,1
12919,13,257.8800,157.8724,4,3
21409,1,35.0000,21.9100,1,1
24326,4,556.2600,206.5253,1,4
13357,5,4543.8325,1941.7164,2,2
27220,2,38.9800,24.4014,1,2
23390,1,539.9900,196.3404,1,1
16297,4,6889.6125,2824.1672,3,1
21870,4,72.9600,42.1128,1,4
14293,2,46.4700,29.0902,1,2
26284,2,27.2800,17.0772,1,2
17233,2,4347.7600,1756.6874,2,1
11983,2,5873.2600,2449.9845,2,1
24910,4,2183.9075,816.6839,2,2
17333,5,80.9400,47.1083,2,2
14777,5,5923.2300,2481.2656,2,2
14877,3,889.4700,405.0230,1,3
15713,2,37.5900,23.5313,2,1
15813,2,30.9700,19.3872,1,2
25846,3,64.9700,40.6711,1,3
15000,2,46.4700,29.0902,1,2
17917,3,4733.7500,1836.2897,2,1
24226,3,69.9700,43.8011,1,3
19789,4,6058.2100,2318.2832,2,2
16374,3,15.2300,9.5339,1,3
24203,3,2469.0500,935.5335,1,3
27904,5,156.7600,94.5716,1,5
19414,2,1145.4800,423.0539,1,2
19314,4,2730.4075,1031.4097,2,2
27804,2,53.9800,13.9954,1,2
27927,1,3.9900,2.4977,1,1
11299,4,6015.2400,2538.8640,2,2
21286,3,68.9700,21.7951,1,3
11276,57,988.3200,572.3664,25,2
20473,2,14.9800,9.3774,1,2
21186,1,35.0000,21.9100,1,1
29301,3,134.9800,84.4974,1,3
11176,60,1320.0100,722.2002,27,2
27243,2,54.9800,14.6214,1,2
29401,2,1223.8400,461.7669,1,2
18730,4,39.2500,24.5704,2,2
14900,2,839.4800,393.5253,1,2
21847,3,187.9800,117.6754,1,3
28027,2,119.9800,55.3114,1,2
24303,4,4207.3200,1557.5290,2,2
17356,2,13.9800,5.1914,1,2
26659,1,69.9900,43.8137,1,1
11760,9,274.9200,147.1596,3,3
22331,2,14.9800,9.3774,1,2
26759,2,123.9800,56.2314,1,2
14316,10,3797.3682,1679.1499,3,3
22431,3,60.4700,37.8541,1,3
14216,5,5653.9182,2501.1653,3,1
24787,2,2393.0600,904.1998,1,2
12544,1,8.9900,2.0677,1,1
12444,11,293.4000,163.8720,4,2
16772,7,158.5300,79.4436,3,2
24887,5,2218.8975,838.5876,2,2
25162,1,2384.0700,902.1321,1,1
13755,4,45.9500,25.2046,1,4
22245,4,1188.4600,428.5793,1,4
14064,8,5694.2096,2502.0381,3,2
28388,2,751.3400,282.9729,1,2
22222,4,94.4600,59.1318,1,4
25448,2,1174.4800,419.8279,1,2
20702,2,1750.9800,629.9777,1,2
25139,3,60.4700,37.8541,1,3
20725,3,63.9700,40.0451,1,3
18501,2,1750.9800,629.9777,1,2
18478,3,2380.4700,1096.5192,1,3
23642,2,13.9800,5.1914,1,2
28365,4,2433.0400,932.7872,1,4
19537,2,1155.4800,429.3139,1,2
16958,8,168.0200,105.1803,3,2
26868,1,539.9900,196.3404,1,1
23719,2,39.9800,25.0274,1,2
16981,4,2317.9200,1057.3628,1,4
16749,3,61.9600,38.7869,1,3
12421,3,74.9800,46.9374,1,3
19689,5,680.9400,306.0007,1,5
27718,2,58.9800,15.5414,1,2
26198,2,27.2800,17.0772,1,2
15229,4,2833.5682,1302.3772,2,2
13841,4,6624.6000,2736.5174,3,1
13005,6,386.9600,242.2368,3,2
18169,2,7.2800,4.5572,1,2
19105,3,6056.6100,2317.2816,2,1
26782,1,699.0982,285.9519,1,1
22454,2,12.9400,8.1004,1,2
11485,7,7048.3000,3072.9374,3,2
28256,2,29.4800,18.4544,1,2
23928,3,36.2700,22.7049,1,3
20834,5,2566.9500,945.3225,2,2
14668,7,5216.6896,2340.7535,3,2
14193,2,36.5900,22.9053,1,2
17894,3,2710.4175,1015.3360,2,1
14691,3,89.9700,36.5251,1,3
24535,1,3.9900,2.4977,1,1
20811,4,3270.3200,1208.6569,2,2
24512,1,32.6000,20.4076,1,1
16397,3,64.9700,40.6711,1,3
15922,6,148.2000,67.8330,2,3
24578,3,27.7700,17.3839,1,3
16420,3,2959.0025,1215.5670,2,1
16165,6,81.8100,51.2129,2,3
27091,1,2071.4196,953.5637,1,1
22806,2,38.9800,24.4014,1,2
12135,2,84.9900,33.4077,2,1
22783,3,69.9700,43.8011,1,3
12112,4,5930.2300,2485.6477,2,2
21309,3,1183.4700,421.8956,1,3
29424,2,33.9800,21.2714,1,2
19666,1,35.0000,21.9100,1,1
11508,4,77.2700,48.3709,2,2
20164,3,3150.3982,1179.3307,2,1
15836,2,7.2800,4.5572,1,2
23367,3,69.9700,43.8011,1,3
27695,1,1120.4900,407.4102,1,1
19039,2,7.2800,4.5572,1,2
17565,2,1750.9800,629.9777,1,2
12696,5,231.9600,145.2068,3,1
26307,3,2848.7596,1256.3726,2,1
15252,2,1552.4800,645.9950,2,1
21638,2,1170.4800,418.9079,1,2
28279,2,7.2800,4.5572,1,2
23951,3,36.2700,22.7049,1,3
25723,2,777.3400,302.8089,1,2
21395,3,98.9700,40.5751,1,3
17608,1,1700.9900,618.4800,1,1
29172,2,27.2800,17.0772,1,2
12069,4,5897.5300,2465.1775,2,2
14084,9,138.6800,86.8134,4,2
14986,6,116.9100,73.1855,2,3
27134,2,777.3400,302.8089,1,2
25119,4,2148.2075,819.2757,2,2
13466,6,133.4500,62.1595,3,2
28654,1,3578.2700,1406.9758,1,1
15527,3,1622.4700,689.8087,2,1
14625,2,7.2800,4.5572,1,2
21956,3,4632.8625,1754.2575,2,1
17542,2,2341.9700,1068.1300,1,2
19557,4,5358.2400,2053.5172,2,2
12610,5,101.9500,36.9045,2,2
22497,2,58.9800,15.5414,1,2
11090,6,6704.0800,2782.7118,3,2
21661,2,58.9800,15.5414,1,2
19646,7,197.0400,123.3469,3,2
20977,2,574.9800,218.2441,1,2
14502,5,122.2600,76.5346,3,1
18083,3,89.9700,36.5251,1,3
26075,3,5768.0500,2381.0954,2,1
23158,3,599.4700,233.5748,1,3
22992,4,607.9600,217.5095,1,4
21000,2,2721.5525,1057.2191,2,1
18226,2,1725.9800,634.1237,1,2
23015,3,563.7700,211.2266,1,3
18060,1,1700.9900,618.4800,1,1
26716,3,68.9700,39.6151,1,3
25030,4,2180.4075,839.4329,2,2
13128,5,6817.1382,2922.7504,3,1
19457,3,92.4800,57.8924,1,3
28113,2,901.3500,380.4392,1,2
21120,3,48.9700,27.0951,1,3
26098,3,5793.0500,2395.5954,2,1
12487,3,4401.3996,2018.4761,2,1
21143,2,1155.4800,429.3139,1,2
11774,3,5900.5500,2462.7798,2,1
16188,4,96.9500,60.6906,2,2
20098,2,68.4900,42.8747,1,2
14173,3,38.8800,24.3388,1,3
11256,5,81.2600,50.8686,2,2
18601,1,69.9900,43.8137,1,1
27970,3,64.4700,40.3581,1,3
27429,1,782.9900,296.2834,1,1
16045,6,3802.3725,1516.5586,3,2
27947,1,4.9900,3.1237,1,1
25932,2,49.4800,30.9744,1,2
26473,4,89.4600,56.0018,1,4
28488,1,742.3500,280.9052,1,1
22915,2,13.9800,8.7514,1,2
24160,3,3046.8400,1160.6550,2,1
12587,3,77.2700,28.5749,2,1
21243,2,14.9800,9.3774,1,2
15504,2,39.9800,25.0274,1,2
19228,2,123.9800,56.2314,1,2
26175,3,88.9700,55.6951,1,3
27847,2,23.7800,14.8862,1,2
15043,4,3846.8896,1598.8721,2,2
26616,3,2800.4382,1226.2611,2,1
13632,5,6838.4596,2924.5517,3,1
17960,3,3001.0425,1222.0880,2,1
23699,3,1274.3300,496.9336,1,3
19975,3,6056.6100,2317.2816,2,1
15647,4,3764.0682,1570.5196,2,2
24930,3,64.9700,40.6711,1,3
13028,3,48.9800,30.6614,1,3
20602,3,80.4700,50.3741,1,3
28631,3,144.4700,70.6421,1,3
28574,1,3578.2700,1406.9758,1,1
22474,2,13.9800,8.7514,1,2
20459,2,1155.4800,429.3139,1,2
29115,4,2407.0400,912.9512,1,4
27486,5,1371.9500,523.2789,2,2
13732,5,108.9600,46.8288,3,1
27509,3,60.4700,37.8541,1,3
22554,1,4.9900,3.1237,1,1
23456,4,157.2700,98.4509,1,4
25471,2,39.9800,25.0274,1,2
26991,2,1264.8400,471.1969,1,2
20084,5,63.1500,39.5318,2,2
14273,2,71.9700,25.2572,1,2
26968,2,78.9800,45.8814,1,2
12212,2,5898.2600,2461.3463,2,1
22122,4,94.4600,59.1318,1,4
11717,5,192.4700,99.1061,2,2
12235,4,62.7600,39.2876,2,2
21604,3,1179.9700,444.6446,1,3
11694,4,128.9700,59.3551,2,2
29006,4,151.2700,94.6949,1,4
22145,3,37.2700,23.3309,1,3
12753,5,170.7600,106.8956,2,2
17081,2,74.9800,27.1414,1,2
27077,1,2071.4196,953.5637,1,1
19998,2,1155.4800,429.3139,1,2
15670,4,114.9600,52.1688,1,4
22013,3,565.4700,212.2908,1,3
17685,1,4.9900,3.1237,1,1
24953,2,27.2800,17.0772,1,2
20625,3,6029.5700,2300.3546,2,1
25557,4,1262.8682,497.1785,2,2
19746,2,2329.9900,1064.9187,1,2
23533,3,3917.5425,1501.2624,2,1
27618,3,68.9700,43.1751,1,3
19205,2,1249.8400,481.6029,1,2
21518,5,144.4500,70.6295,1,5
12321,15,13215.6500,5221.0338,5,3
16649,5,115.9400,69.0183,2,2
17190,2,24.2700,15.1930,1,2
29092,2,6.2800,3.9312,1,2
23181,4,588.9600,226.9955,1,4
14525,6,6665.5800,2762.1708,3,2
24412,3,38.8800,24.3388,1,3
22663,2,574.9800,218.2441,1,2
14007,2,3772.4096,1572.0437,2,1
22640,3,1149.4700,425.5516,1,3
13984,3,3282.8300,1318.0889,2,1
16540,5,4696.4925,1794.0898,2,2
17794,4,2745.8225,1121.4820,2,2
26450,2,30.4800,15.5204,1,2
16563,5,62.9500,35.8465,2,2
28465,3,68.9700,43.1751,1,3
24678,3,100.0900,62.6563,1,3
16022,4,589.9600,276.6914,1,4
11365,7,5024.7900,2172.4952,3,2
21495,3,23.9700,11.4451,1,3
17167,2,1735.9800,640.3837,1,2
25823,5,1887.5582,714.5312,2,2
12839,5,4392.0182,2012.0128,2,2
27595,3,64.4700,40.3581,1,3
23267,5,4862.0900,1909.8501,2,2
15152,5,4464.5682,2061.7174,2,2
19480,5,1934.7500,723.2685,2,2
18939,1,69.9900,43.8137,1,1
28136,1,2384.0700,902.1321,1,1
