CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth
16671,1,4.9900,1,1
15366,2,59.9800,2,1
21108,2,819.4800,2,1
23787,3,71.5800,3,1
11762,2,2742.6700,7,3
18709,3,3049.2700,6,2
16840,2,88.4750,4,2
22313,2,1735.9800,2,1
19070,1,2374.1650,3,2
21749,2,1155.4800,2,1
20275,2,133.4900,2,1
19711,2,78.9800,2,1
17235,1,41.9900,2,2
18314,2,38.5766,6,3
12326,1,31.9900,2,2
20839,2,1255.6300,4,2
20544,3,2457.3300,3,1
17673,1,4.9900,1,1
26186,2,38.9800,2,1
24182,4,562.9600,4,1
27019,1,4.9900,1,1
11198,4,98.4700,4,1
12967,1,21.9800,1,1
27660,1,21.4900,1,1
16402,1,4.9900,2,2
14238,3,2821.4491,7,2
27222,2,11.9400,2,1
13800,1,1631.4150,3,2
15761,2,49.1000,11,4
26581,1,1411.3798,3,2
24620,3,195.5900,3,1
13597,4,58.9600,4,1
25748,1,539.9900,1,1
23584,2,574.9800,2,1
12764,1,2173.8800,2,2
26312,2,1440.8698,5,2
15071,1,1373.2762,2,2
18440,3,1775.4700,3,1
17109,5,2769.3975,5,1
27096,3,4490.4796,3,1
26455,2,29.9800,2,1
17799,1,1953.7712,3,2
24746,2,13.9800,2,1
11493,2,2319.6000,6,3
20149,2,1582.7091,5,2
23913,4,47.9600,4,1
18111,1,4.9900,1,1
24148,2,11.9400,2,1
18944,2,73.4700,5,2
23272,3,39.4700,3,1
29260,4,97.9600,4,1
19273,2,39.9800,2,1
16276,2,7.2800,2,1
27929,1,3.9900,1,1
15635,2,58.4750,4,2
22582,1,1378.2712,3,2
13926,2,56.9700,2,1
28619,1,3578.2700,1,1
11072,2,2731.3333,7,3
15400,1,4.9900,1,1
13236,1,21.9800,1,1
27786,2,574.9800,2,1
16966,1,4.9900,1,1
14802,2,1643.6600,4,2
12638,1,19.2350,3,2
25622,3,2398.0500,3,1
26893,2,59.9800,2,1
14490,2,39.9800,2,1
25874,2,34.8900,2,1
15509,2,39.9800,2,1
24855,2,25.4800,2,1
21437,4,1136.7600,4,1
13471,2,30.9700,2,1
16983,3,2357.2800,3,1
23475,5,121.9400,5,1
19585,2,44.7300,4,2
13093,2,2389.1650,4,2
12091,2,41.9850,4,2
11619,2,63.4840,29,10
28931,3,166.2800,3,1
22439,1,1700.9900,1,1
19021,4,614.9600,4,1
11055,2,2722.6700,8,3
17547,1,4.9900,1,1
27457,3,58.4700,3,1
28367,4,600.4600,4,1
20982,2,1273.4800,4,2
25310,3,60.4700,3,1
26329,2,1430.2091,5,2
22001,3,74.9800,3,1
13548,1,2954.1250,3,2
29386,3,27.7700,3,1
12074,6,130.6900,13,2
22894,2,32.2800,2,1
18566,3,2379.4800,3,1
25058,2,7.2800,2,1
15964,2,1558.9800,4,2
22456,3,1728.2700,3,1
11636,2,38.6350,4,2
28948,2,2419.0600,2,1
26784,3,88.9700,3,1
17092,3,37.2700,3,1
14928,2,2235.5233,6,3
21420,3,78.4800,3,1
27912,3,60.4700,3,1
13909,3,2382.0100,6,2
22565,2,6.2800,2,1
19837,2,589.9800,2,1
21546,1,4.9900,1,1
11181,1,20.6400,3,2
28493,6,814.8000,6,1
29183,2,2393.0600,2,1
20527,2,2478.3400,2,1
21311,2,2236.2891,5,2
19147,4,66.8550,8,2
27803,2,39.9800,2,1
12655,5,5449.8100,11,2
14693,2,39.9800,2,1
12529,2,85.4800,2,1
24039,1,1700.9900,1,1
15383,4,114.4600,4,1
21875,1,2460.8450,3,2
13219,1,21.9800,1,1
16073,3,64.4700,3,1
24729,2,58.9800,2,1
20401,4,1184.4600,4,1
29057,1,8.9900,1,1
28038,2,2992.6550,5,2
19382,1,1721.8937,2,2
23710,1,29.9900,1,1
20856,1,1241.9900,2,2
18692,2,3017.8000,4,2
16528,1,2349.3800,2,2
14364,2,946.9537,4,2
12200,2,2967.7750,4,2
25184,2,2438.0600,2,1
23020,6,106.9300,6,1
27348,2,691.2300,4,2
11510,4,64.5375,16,4
20166,2,983.7250,5,2
22330,4,608.9600,4,1
13674,3,148.4700,3,1
18002,2,27.2800,2,1
15838,2,56.9700,2,1
11668,2,64.4850,4,2
17241,1,2191.3750,3,2
28648,1,3578.2700,1,1
24380,1,4.9900,1,1
21509,2,1558.9800,4,2
14370,6,122.5600,6,1
14539,2,1635.9100,4,2
25777,3,2309.9700,3,1
20112,2,78.9800,2,1
18807,2,119.9800,2,1
11499,3,96.1050,6,2
22906,1,2312.4562,2,2
22983,2,7.2800,2,1
13142,1,2399.1700,3,2
14201,1,32.6000,1,1
24211,2,1170.4800,2,1
12973,2,41.9850,4,2
21678,3,42.9300,3,1
11330,5,103.3045,57,11
17579,3,75.7150,6,2
23152,3,37.2700,3,1
22737,5,165.2200,5,1
16013,3,89.9700,3,1
20281,3,1179.9700,3,1
20035,1,2847.4900,2,2
25608,1,539.9900,1,1
13311,2,29.9300,2,1
16995,2,1735.9800,2,1
28894,2,59.9800,2,1
15767,1,2189.5441,3,2
19697,1,539.9900,1,1
26192,1,951.7400,2,2
18469,1,3010.8100,2,2
27420,1,69.9900,1,1
12083,1,2996.6300,3,2
28233,1,21.4900,1,1
17656,4,578.4600,4,1
16351,2,5873.2600,2,1
12558,2,14.9800,2,1
26667,2,695.4750,5,2
19222,2,54.9800,2,1
14124,1,28.7950,2,2
24795,5,2507.0300,5,1
21094,3,60.4700,3,1
22568,1,3.9900,1,1
11084,2,1539.3050,5,2
23321,5,3060.8200,5,1
24134,1,4.9900,1,1
15429,3,1585.1000,6,2
21263,1,4.9900,1,1
21755,2,14.9800,2,1
20696,4,73.9600,4,1
13955,4,3444.2198,8,2
25193,2,2419.0600,2,1
12481,1,8.9900,1,1
13726,2,2250.4112,4,2
27835,4,43.4600,4,1
18054,3,53.4650,6,2
15598,3,83.9650,7,2
16580,3,1809.9200,9,3
12252,2,1969.4750,5,2
28817,1,69.9900,1,1
18638,3,1760.4700,3,1
27251,1,2049.0982,1,1
15200,2,1571.4850,4,2
26361,2,53.9800,2,1
16182,1,41.9850,3,2
21984,2,2087.8050,5,2
29478,3,2398.0500,3,1
22339,2,14.9800,2,1
25210,2,23.7800,2,1
19113,4,1184.4600,4,1
21034,1,1266.9850,3,2
22508,2,799.4800,2,1
16766,1,4.9900,1,1
12143,1,2996.6300,3,2
18240,3,3049.2900,6,2
11101,2,2754.1733,7,3
26421,3,60.4700,3,1
12312,1,34.9900,1,1
24778,2,1429.2462,5,2
20865,2,34.9800,2,1
26252,2,1650.1091,5,2
23982,2,548.9800,2,1
27480,4,118.9600,4,1
20341,2,56.9700,2,1
13202,2,2279.2612,4,2
24609,2,2120.9275,2,1
17639,4,3075.0325,4,1
26590,1,69.9900,1,1
22262,1,539.9900,1,1
28004,2,7.2800,2,1
28064,1,2981.1700,2,2
23736,3,42.9300,3,1
20925,2,67.4900,2,1
11974,3,56.7250,6,2
16597,3,103.4900,3,1
15369,2,1563.9750,5,2
15123,2,40.6300,4,2
19451,1,934.7891,3,2
13895,2,2279.2612,4,2
18223,2,39.9800,2,1
11253,4,99.5157,30,7
24320,3,38.8800,3,1
29063,3,801.8300,3,1
17181,3,3472.2912,7,2
25837,1,24.9900,1,1
11728,2,54.9850,4,2
25362,2,751.3400,2,1
18698,1,2657.1250,3,2
14785,3,48.9700,3,1
26836,2,38.9800,2,1
18655,2,1735.9800,2,1
29232,4,173.4700,4,1
22093,4,588.9600,4,1
20450,1,3010.8100,2,2
13786,1,4.9900,1,1
21924,1,1120.4900,1,1
12727,2,14.9800,2,1
23567,2,39.9800,2,1
27895,4,811.3200,4,1
22677,2,12.9800,2,1
12896,4,44.9100,4,1
17224,3,66.9600,3,1
27005,2,777.3400,2,1
19866,1,69.9900,1,1
24194,3,2418.0500,3,1
15538,2,797.7050,5,2
25668,3,88.9700,3,1
17012,2,1750.9800,2,1
21340,3,22.9300,3,1
24151,2,58.9800,2,1
28479,3,831.3300,3,1
13480,3,81.4600,3,1
17808,3,79.9700,6,2
23261,4,77.9200,4,1
27589,3,1183.4700,3,1
14954,4,70.9500,4,1
19282,2,1260.4550,5,2
16428,2,1510.5112,5,2
20756,2,17.2800,4,2
11559,1,34.9900,1,1
24735,4,2478.0400,4,1
14894,1,751.7891,3,2
14015,1,29.9900,2,2
16886,3,1729.9700,3,1
12023,3,5933.2600,3,1
18452,1,2376.3750,3,2
27437,2,78.9800,2,1
20467,3,17.2700,3,1
25422,3,71.5800,3,1
18993,3,128.9700,3,1
20985,1,2059.1300,2,2
26819,4,69.4600,4,1
24904,2,1099.9487,5,2
15412,1,4.9900,1,1
26896,2,12.9800,2,1
17427,3,2371.9600,3,1
18114,2,58.9800,2,1
16368,4,98.9600,4,1
27775,1,1120.4900,1,1
28293,1,3578.2700,1,1
28834,1,2443.3500,1,1
11685,2,55.4600,5,2
26378,3,60.4700,3,1
19511,3,1762.1787,6,2
15953,1,678.9850,3,2
24363,2,13.9800,2,1
21526,1,29.9900,1,1
12956,2,54.2300,5,2
23676,1,4.9900,1,1
14971,2,39.9800,2,1
21323,1,1120.4900,1,1
13497,2,39.9800,2,1
26481,1,2071.4196,1,1
19408,2,1129.4800,2,1
11482,2,4071.5150,5,2
11144,3,2399.9700,3,1
21864,2,28.9800,2,1
22797,3,2309.9700,3,1
23338,4,567.7600,4,1
25150,2,2419.0600,2,1
25007,2,27.2800,2,1
20882,2,1170.4800,2,1
27878,4,1283.8200,4,1
12203,4,66.7300,12,3
18867,2,1750.9800,2,1
27022,1,4.9900,1,1
21449,2,14.9800,2,1
12438,1,2949.1300,2,2
23135,3,553.9700,3,1
14430,2,30.9700,2,1
13912,2,2274.0112,4,2
15827,3,709.4600,7,2
28419,2,2282.2300,4,2
29352,1,3578.2700,1,1
14353,4,64.4200,8,2
22382,1,4.9900,1,1
17699,3,67.9300,3,1
13371,2,71.9700,2,1
28190,1,2998.6650,3,2
16225,3,553.9700,3,1
25963,1,24.9900,1,1
11897,2,2734.3400,6,3
19926,2,39.9800,2,1
11270,2,2992.1100,5,2
20908,4,78.9600,4,1
12744,2,71.9700,2,1
14659,2,39.9800,2,1
22923,1,21.9800,1,1
25565,1,619.5441,2,2
20679,3,64.4700,3,1
15724,4,4359.0682,4,1
23550,4,111.9500,4,1
11788,2,127.6350,5,2
22694,2,574.9800,2,1
29123,3,23.9700,3,1
20155,2,59.9800,2,1
27649,1,3578.2700,1,1
14250,2,30.9700,2,1
12329,2,59.4800,4,2
16242,2,7.2800,2,1
24091,2,2478.3400,2,1
25024,1,32.6000,1,1
23032,2,548.9800,2,1
21111,3,37.2700,3,1
19096,2,3045.2950,5,2
19637,2,78.9800,2,1
21220,3,74.9800,3,1
25548,2,603.4900,2,1
29046,3,31.2700,3,1
15183,3,4368.6996,3,1
17284,2,45.1250,5,2
17198,2,2411.1200,7,3
17825,4,3507.7762,9,2
12667,2,2271.0394,7,3
25651,3,1785.9700,3,1
22153,2,548.9800,2,1
15810,2,33.5850,4,2
17536,3,2376.9600,3,1
12126,2,40.8800,4,2
14141,2,1641.4050,5,2
13600,3,2820.0833,11,3
27125,4,607.9600,4,1
27666,1,3578.2700,1,1
25980,3,5819.0500,3,1
18343,2,39.9800,2,1
20052,5,3214.0282,5,1
28708,1,2071.4196,1,1
22491,1,4.9900,1,1
27234,1,2071.4196,1,1
11914,2,2721.9866,8,3
18578,3,2351.9600,3,1
16657,1,2950.2750,3,2
20570,4,114.9600,4,1
29249,1,24.9900,1,1
11373,3,38.4700,3,1
27360,1,69.9900,1,1
18037,2,49.4800,2,1
23447,2,6.2800,2,1
25439,3,71.5800,3,1
16783,3,2457.3300,3,1
24506,1,1781.9200,2,2
15309,1,811.2350,3,2
14768,3,106.9600,3,1
23965,2,38.9800,2,1
14556,3,19.9700,3,1
18884,2,66.9650,5,2
23212,1,29.9900,1,1
13082,4,3453.1948,8,2
21738,3,69.9700,3,1
26066,3,2916.0100,6,2
17410,2,84.3700,5,2
23753,5,1193.4500,5,1
22279,1,29.9900,1,1
12541,1,8.9900,1,1
17951,2,27.2800,2,1
26607,2,2813.7696,2,1
16869,3,2376.9600,3,1
29461,2,777.3400,2,1
20264,1,2666.6250,3,2
24592,4,3896.5325,4,1
25133,1,1077.9587,3,2
20805,1,29.9900,1,1
25067,3,71.5800,3,1
16554,2,1495.2612,5,2
13683,3,89.9700,3,1
29335,1,3578.2700,1,1
18120,2,1725.9800,2,1
20799,2,32.2800,2,1
13852,1,2294.9900,1,1
20991,1,2059.1300,2,2
23593,6,3990.0125,6,1
11127,1,21.9900,3,2
22196,1,2316.4312,3,2
12209,1,2954.1250,3,2
12455,1,21.9800,1,1
23670,3,42.9300,3,1
15326,3,172.9800,3,1
13998,3,122.6250,6,2
19156,3,1728.2700,3,1
14888,2,949.0341,4,2
12017,3,2339.9700,3,1
20722,2,792.9333,6,3
24031,2,1170.4800,2,1
19594,1,3010.8100,2,2
15080,2,2768.4333,6,3
15472,1,780.2150,3,2
16454,2,23.6300,4,2
29189,3,23.9700,3,1
28107,4,810.3200,4,1
17928,1,1958.7712,3,2
19010,2,78.9800,2,1
17682,2,68.4900,2,1
21237,1,69.9900,1,1
24675,2,2419.0600,2,1
28376,3,1134.4700,3,1
23109,3,37.2700,3,1
22780,4,722.7700,4,1
26149,2,78.9800,2,1
24483,3,23.9700,3,1
13414,1,2319.9900,1,1
12601,3,32.4500,6,2
15970,2,39.9800,2,1
19763,1,2076.6250,3,2
21804,2,14.9800,2,1
13099,2,108.4800,5,2
23278,1,9.9900,1,1
11940,1,34.9950,2,2
24752,3,756.3300,3,1
25820,3,48.9700,3,1
26318,2,13.9800,2,1
23009,2,7.2800,2,1
18681,1,69.9900,1,1
26710,1,2071.4196,1,1
22027,2,59.9800,2,1
23862,3,69.9700,3,1
24254,2,603.4900,2,1
21635,4,73.9600,4,1
25336,1,24.9900,1,1
20553,2,2354.9800,2,1
28582,1,34.9900,1,1
17307,5,132.9500,5,1
25236,2,39.9800,2,1
26902,2,777.3400,2,1
27294,2,2270.2348,4,2
27792,2,751.3400,2,1
18197,1,15.4850,2,2
17115,4,3008.0225,4,1
21443,3,49.9700,3,1
16723,2,7.2800,2,1
15641,5,96.7500,5,1
19969,2,49.2250,5,2
16079,3,2324.9200,3,1
24237,3,71.5800,3,1
12853,1,2177.0391,3,2
23218,2,38.9800,2,1
23026,2,603.4900,2,1
28436,4,617.4700,4,1
18781,4,2362.2700,4,1
17098,1,1384.2662,3,2
27463,2,23.7800,2,1
14327,3,32.2200,3,1
11642,3,120.4675,15,4
16929,1,2366.8750,3,2
26962,3,553.9700,3,1
13022,2,1322.0091,4,2
26793,3,88.9700,3,1
25711,1,637.0391,3,2
19654,2,78.9800,2,1
14828,2,75.9700,2,1
18326,2,48.9800,4,2
14496,2,804.4800,2,1
11187,2,53.7400,4,2
11625,2,2956.6250,4,2
28691,2,777.3400,2,1
28937,2,7.2800,2,1
28545,3,132.9700,3,1
20238,1,3010.8100,2,2
18572,2,13.9800,2,1
12661,3,49.9700,3,1
14244,1,51.6533,5,3
15910,2,39.9800,2,1
19800,1,69.9900,1,1
24861,2,75.4800,2,1
13354,1,2249.2662,3,2
14436,3,2388.0050,6,2
18764,1,69.9900,1,1
19909,3,63.9700,3,1
13245,2,46.4700,2,1
20407,1,4.9900,1,1
13743,2,2349.9800,2,1
26335,4,89.4600,4,1
27546,1,2049.0982,1,1
27354,1,661.4900,2,2
24108,1,3.9900,1,1
12770,2,2971.7500,5,2
25127,1,1087.4587,3,2
16471,3,53.4700,3,1
18180,2,12.9400,2,1
25319,4,2420.3400,4,1
16663,4,4471.7400,4,1
11771,1,47.2400,3,2
22634,3,1775.4700,3,1
21383,1,69.9900,1,1
22465,4,2492.3200,4,1
25880,3,32.2700,3,1
21552,1,2312.4562,2,2
21881,4,128.9700,4,1
17553,4,2342.9200,4,1
26209,1,2384.0700,1,1
14997,1,2071.6250,3,2
23653,2,1987.5162,5,2
19325,1,1415.0727,5,3
22136,3,553.9700,3,1
26464,2,59.9800,2,1
23610,2,38.9800,2,1
24692,2,38.9800,2,1
29020,2,13.9800,2,1
27938,2,38.9800,2,1
11018,3,3266.6400,7,2
12100,2,64.7350,4,2
15581,6,113.9400,6,1
21177,2,39.9900,2,1
24048,2,1174.4800,2,1
29003,1,4.9900,1,1
12710,2,2387.0200,4,2
14702,2,2243.1900,7,3
19780,4,614.9600,4,1
14184,3,52.6200,6,2
19139,1,69.9900,1,1
17742,1,2099.1650,3,2
16740,2,3049.5500,5,2
26132,2,39.9800,2,1
18306,1,43.8850,3,2
28124,4,21.2600,4,1
27606,1,2998.6650,3,2
18137,5,3043.0582,5,1
16268,2,1389.4112,5,2
27088,1,2071.4196,1,1
17055,1,2173.8800,2,2
15658,3,64.9700,3,1
23484,1,539.9900,1,1
18824,4,2394.9700,4,1
25050,2,2419.0600,2,1
19216,2,54.9800,2,1
22213,3,59.2700,3,1
15266,6,2935.3696,6,1
11831,1,2966.6250,3,2
24566,1,4.9900,1,1
22651,2,574.9800,2,1
11582,1,2189.5391,3,2
20095,2,59.9800,2,1
12269,2,43.9800,2,1
25253,4,73.9600,4,1
23779,3,1147.7700,3,1
22010,3,49.9700,3,1
23092,1,29.9900,1,1
29395,2,13.9800,2,1
20739,2,78.9800,2,1
19577,2,3018.9450,5,2
18011,3,1295.1791,6,2
15784,1,2189.5441,3,2
24440,3,61.0800,3,1
28562,2,1609.5948,4,2
17493,1,65.4800,3,2
21257,1,2072.1700,2,2
27921,2,7.2800,2,1
19265,3,42.2800,3,1
15455,3,1549.6450,6,2
14622,4,28.9600,4,1
26524,2,27.2800,2,1
17868,2,1735.9800,2,1
16537,1,24.9900,1,1
16096,3,70.6700,9,3
28047,1,3578.2700,1,1
17350,2,63.7350,4,2
19342,3,31.2700,3,1
26006,1,24.9900,1,1
29129,1,24.9900,1,1
21492,2,14.9800,2,1
13228,2,56.9700,2,1
25522,4,628.9700,4,1
18495,1,3010.8100,2,2
22823,3,43.9700,3,1
22574,1,69.9900,1,1
14310,4,2600.3298,9,2
22966,1,1958.7712,3,2
12787,2,26.7800,5,2
22525,2,574.9800,2,1
13869,1,21.9800,1,1
11313,2,22.2850,4,2
25379,1,1214.8500,1,1
21051,1,1120.4900,1,1
12395,2,2984.1250,4,2
24297,3,38.8800,3,1
16411,1,2329.9512,3,2
25897,1,32.6000,1,1
23905,2,574.9800,2,1
24878,2,23.7800,2,1
20347,1,2443.3500,1,1
14513,1,4.9900,1,1
26776,2,25.4800,2,1
11456,3,2741.4866,11,3
21366,2,39.9800,2,1
12475,2,2219.1898,4,2
22840,2,37.2900,2,1
11001,5,3191.9400,11,2
16912,3,2380.4700,3,1
21821,3,48.9700,3,1
23404,3,624.9700,3,1
19468,2,6.2800,2,1
13540,3,2176.0600,9,3
18950,3,2351.9600,3,1
15014,3,1930.4348,6,2
20424,2,2066.1200,4,2
19986,4,1189.4600,4,1
29378,2,39.9900,2,1
28359,2,78.9800,2,1
27277,1,2071.4196,1,1
28250,1,3008.1650,3,2
17885,1,1350.7137,2,2
23922,4,2466.3200,4,1
23295,2,34.9800,2,1
13557,2,2221.6898,4,2
18967,3,132.9700,3,1
26979,4,588.9600,4,1
24423,1,32.6000,1,1
11439,3,3122.2924,14,4
28751,2,1620.4398,5,2
12913,2,2961.2650,4,2
21569,3,2480.0800,6,2
16849,2,88.4750,4,2
29206,3,148.9800,3,1
25505,2,38.9800,2,1
22448,3,2479.9400,3,1
13792,2,2405.3600,7,3
17038,3,2442.2800,3,1
25694,2,1223.8400,2,1
18512,2,2349.9800,2,1
27168,2,67.4900,2,1
23467,1,29.9900,1,1
14811,3,36.9300,3,1
12584,1,1316.6948,3,2
12412,2,129.2400,5,2
27732,2,30.4800,2,1
15140,1,31.1350,3,2
23796,2,36.5900,2,1
11204,2,38.6350,4,2
17994,2,27.2800,2,1
13666,1,2950.2750,3,2
22322,4,600.4600,4,1
26650,1,2227.7448,2,2
14058,3,2826.2598,7,2
18386,3,2309.9700,3,1
26023,2,958.7300,4,2
20613,1,3028.3050,3,2
13039,1,1641.4150,3,2
11957,3,45.6250,6,2
24941,1,32.6000,1,1
17367,2,68.4900,2,1
16285,5,76.9400,5,1
21695,4,1169.4600,4,1
15893,2,714.4700,5,2
11565,1,34.9900,1,1
20221,2,3017.8000,4,2
28877,2,12.9800,2,1
24549,4,2514.9300,4,1
25631,2,38.9800,2,1
13431,3,2296.2512,6,2
24403,2,2393.0600,2,1
12996,1,2269.3827,4,3
14562,2,7.2800,2,1
28671,1,2160.3100,2,2
15867,2,7.2800,2,1
14393,2,31.9700,2,1
20135,3,69.9700,3,1
13165,1,2250.7762,2,2
24234,3,563.7700,3,1
11814,2,50.6300,5,2
25585,4,1188.4600,4,1
20304,2,1170.4800,2,1
21532,5,2399.9500,5,1
11522,2,2944.1200,4,2
23006,3,39.4700,3,1
18907,2,2083.6150,5,2
26982,1,28.9900,1,1
14685,3,73.3700,6,2
26046,3,93.4800,3,1
15621,2,2988.8700,4,2
21363,1,4.9900,1,1
14639,2,773.7841,4,2
23344,1,1941.2762,2,2
19889,1,539.9900,1,1
18323,2,39.9800,2,1
24572,1,3.9900,1,1
16159,5,4411.6496,5,1
18661,1,4.9900,1,1
17095,2,1380.2037,4,2
17433,3,2341.4600,3,1
28456,1,69.9900,1,1
27274,1,2234.0791,3,2
27520,2,78.9800,2,1
28748,2,23.7800,2,1
12581,1,1323.1998,3,2
21071,1,1266.9850,3,2
24818,2,2438.0600,2,1
12060,2,2405.7700,5,2
13457,2,56.9700,2,1
19199,3,1134.4700,3,1
29086,3,805.3300,3,1
16803,3,1759.9700,3,1
11184,2,34.1250,5,2
17725,1,2349.3800,2,2
28041,1,3578.2700,1,1
25508,1,539.9900,1,1
15329,2,1567.4750,4,2
12750,3,3245.8650,6,2
22070,2,14.9800,2,1
11107,2,2723.6700,6,3
22468,1,1700.9900,1,1
23421,5,4208.3100,5,1
21947,1,2316.4312,3,2
23942,2,6.2800,2,1
24111,1,4.9900,1,1
21778,2,14.9800,2,1
14055,3,2588.6991,6,2
20596,3,32.2700,3,1
11891,2,54.9850,4,2
22760,2,548.9800,2,1
26567,1,978.7350,3,2
22239,2,32.2800,2,1
14224,1,1873.7394,5,3
12289,4,2822.9291,8,2
25877,3,79.9700,3,1
16574,1,22.4850,3,2
18738,2,3044.7950,5,2
20902,3,37.2700,3,1
28917,3,84.4700,3,1
27443,2,23.7800,2,1
15790,2,1334.1898,4,2
25279,1,32.6000,1,1
17954,2,34.9800,2,1
15100,2,2317.5275,6,3
19428,2,939.2841,4,2
17264,3,2325.9600,3,1
29146,1,3578.2700,1,1
28150,1,3578.2700,1,1
16388,2,2336.9412,5,2
21011,2,1263.9800,4,2
17785,2,33.6300,4,2
11124,2,2709.6733,6,3
23527,2,56.9700,2,1
12120,1,2954.1300,3,2
29455,2,751.3400,2,1
22053,1,9.9900,1,1
21180,1,1941.2762,2,2
28977,2,74.9800,2,1
14914,2,796.2841,4,2
22485,2,23.7800,2,1
26398,5,1758.9500,5,1
27749,1,21.4900,1,1
19783,1,3010.8100,2,2
23696,7,233.2300,7,1
26275,2,27.2800,2,1
20842,2,976.2250,5,2
24801,2,2419.0600,2,1
24924,2,1071.9487,5,2
18432,3,2350.9600,3,1
22654,3,563.7700,3,1
20673,2,1754.9800,2,1
17035,2,58.9800,2,1
13703,3,74.9800,3,1
18031,1,24.9900,1,1
11293,2,42.6100,5,2
15561,2,687.6300,4,2
27672,1,3578.2700,1,1
12229,2,2207.8398,4,2
16557,3,31.2700,3,1
26922,1,661.4900,2,2
24128,3,93.9700,3,1
14931,5,3490.4262,10,2
12767,1,35.0000,1,1
19259,2,28.9800,2,1
26292,2,2228.0691,5,2
28565,3,58.4700,3,1
18890,2,78.9800,2,1
24343,3,2443.5500,3,1
25339,2,1223.8400,2,1
11539,3,2998.8650,6,2
15452,1,24.9900,1,1
20195,2,1174.4800,2,1
18721,1,2666.6250,3,2
24649,1,4.9900,1,1
26813,3,58.4700,3,1
13978,2,2387.6500,5,2
16142,4,563.9600,4,1
17204,2,57.4800,5,2
25860,2,27.2800,2,1
19368,2,32.2800,2,1
25170,1,32.6000,1,1
18678,2,78.9800,2,1
27334,1,4.9900,1,1
16726,2,7.2800,2,1
23175,3,570.4700,3,1
18847,1,69.9900,1,1
27503,1,21.4900,1,1
26507,2,27.2800,2,1
13288,3,2286.7512,6,2
17616,1,4.9900,1,1
27291,2,4455.4896,2,1
27981,2,39.9800,2,1
25817,2,7.2800,2,1
16036,1,30.9800,3,2
11708,2,2954.2500,4,2
18200,2,2075.2650,5,2
13872,2,180.9800,2,1
20364,2,78.9800,2,1
15346,2,1623.6250,5,2
13182,2,82.9750,5,2
19674,3,42.2800,3,1
17510,1,2184.8700,3,2
12641,1,8.9900,1,1
12000,2,2727.6666,8,3
16909,3,2376.9600,3,1
20490,3,49.9700,3,1
25399,2,2393.0600,2,1
14038,3,3409.5591,6,2
14871,3,848.4700,3,1
16053,1,1250.7941,5,3
15512,3,61.9600,3,1
24758,2,34.8900,2,1
26232,1,4.9900,1,1
27460,1,2245.2398,3,2
26796,1,978.7350,3,2
15435,2,1900.6948,4,2
28857,1,3578.2700,1,1
17450,2,76.9550,4,2
28270,1,3578.2700,1,1
25986,1,2312.4150,3,2
14579,2,124.9900,2,1
16345,2,2086.6200,4,2
12564,2,55.3750,5,2
22359,2,7.2800,2,1
19949,1,3027.1100,3,2
25691,3,27.7700,3,1
20885,1,1259.4850,3,2
24217,3,1209.4700,3,1
21423,5,2888.5582,5,1
21964,3,103.4900,3,1
13105,2,1861.8160,8,3
23925,3,2457.3300,3,1
23587,3,565.4700,3,1
20782,5,1197.4100,5,1
22946,2,1955.7662,4,2
22256,3,570.4700,3,1
24420,2,2393.0600,2,1
13577,3,3150.1075,11,3
12415,3,74.9800,3,1
28731,4,2452.0400,4,1
20075,1,3399.9900,1,1
18509,2,59.9800,2,1
27855,2,23.7800,2,1
22113,4,588.9600,4,1
14453,2,1700.6937,5,2
19385,4,116.9500,4,1
26381,4,2520.8300,4,1
15143,1,2183.2048,2,2
28396,2,1155.4800,2,1
29421,2,78.4800,2,1
15976,1,1578.9850,3,2
13812,1,1631.4150,3,2
13271,1,2319.9900,1,1
24632,5,2483.0300,5,1
15286,2,68.4900,2,1
11413,2,1797.4375,11,4
17911,1,2349.3800,2,2
14745,4,902.4600,4,1
19073,1,2380.1600,3,2
16617,3,80.2750,6,2
29272,2,38.9800,2,1
12979,2,180.9800,2,1
21549,4,98.9600,4,1
12103,3,2998.8650,6,2
20656,1,1622.9498,3,2
21652,2,1323.0291,4,2
16743,2,3035.2950,5,2
15747,2,39.9800,2,1
22671,2,1155.4800,2,1
14728,2,781.5341,4,2
28505,3,827.3300,3,1
27108,1,2071.4196,1,1
23713,2,34.9800,2,1
18140,4,2870.7037,8,2
11648,1,44.4950,2,2
17599,2,13.9800,2,1
28960,3,49.9700,3,1
19614,2,3108.6050,5,2
26106,1,2884.0250,3,2
20178,1,3.9900,1,1
13686,2,3246.6200,4,2
27563,4,84.9600,4,1
23235,2,39.9800,2,1
28167,1,3578.2700,1,1
11874,2,36.1050,5,2
12870,3,48.9700,3,1
16202,3,31.2700,3,1
13348,3,2307.5162,6,2
13889,2,1542.0112,5,2
19597,2,29.7300,4,2
21761,3,134.9800,3,1
27964,2,6.2800,2,1
15269,2,7.2800,2,1
26089,2,2899.0200,4,2
18618,2,32.2800,2,1
25110,2,39.9800,2,1
29438,2,33.9800,2,1
20092,3,1149.4700,3,1
26584,2,33.9800,2,1
17324,2,40.4700,5,2
24984,2,36.5900,2,1
16328,1,1500.5212,3,2
26003,2,2324.1550,5,2
11396,1,28.9900,1,1
